AnimalAnonID@RecordingInstitution@MeasurementType@RecordType@MeasurementValue@EstimatedMeasurement@ExcludededFromNorms@MeasurementDate@MeasurementDateEstimateType@MeasurementDateEstimateStart@MeasurementDateEstimateEnd@CollectionScopeType@AnimalAgeMonths@AnimalAgeDays@Age@UnitOfMeasure
260352@138725@Live weight@@1.01@0@NA@2021-03-09@NA@NA@NA@NA@116@3555@9.73972602739726@kg
260352@138725@Live weight@@0.96@0@NA@2021-02-03@NA@NA@NA@NA@115@3521@9.646575342465754@kg
260352@138725@Live weight@@0.393@0@NA@2016-10-12@NA@NA@NA@NA@63@1946@5.331506849315068@kg
260352@138725@Live weight@@0.92@0@NA@2019-12-09@NA@NA@NA@NA@101@3099@8.490410958904109@kg
260352@138725@Live weight@@1.21@0@NA@2021-05-09@NA@NA@NA@NA@118@3616@9.906849315068493@kg
260352@138725@Live weight@@0.99@0@NA@2021-02-24@NA@NA@NA@NA@116@3542@9.704109589041096@kg
260352@138725@Live weight@@1.14@0@NA@2021-04-07@NA@NA@NA@NA@117@3584@9.819178082191781@kg
260352@138725@Live weight@@0.88@0@NA@2020-01-06@NA@NA@NA@NA@102@3127@8.567123287671233@kg
260352@138725@Live weight@@1.111@0@NA@2020-12-23@NA@NA@NA@NA@114@3479@9.531506849315068@kg
475586@68537@Live weight@@0.348@0@NA@2021-09-01@NA@NA@NA@NA@338@10309@28.243835616438357@kg
475586@68537@Live weight@@1.833@0@NA@2017-01-04@NA@NA@NA@NA@282@8608@23.583561643835615@kg
475586@68537@Live weight@@1.695@0@NA@2012-01-11@NA@NA@NA@NA@223@6788@18.5972602739726@kg
475586@68537@Live weight@@1.815@0@NA@2020-03-05@NA@NA@NA@NA@320@9764@26.75068493150685@kg
475586@68537@Live weight@@1.477@0@NA@2006-04-13@NA@NA@NA@NA@154@4689@12.846575342465753@kg
475586@68537@Live weight@@1.526@0@NA@2008-06-24@NA@NA@NA@NA@180@5492@15.046575342465754@kg
475586@68537@Live weight@@1.799@0@NA@2019-12-24@NA@NA@NA@NA@318@9692@26.553424657534247@kg
475586@68537@Live weight@@1.708@0@NA@2014-02-05@NA@NA@NA@NA@247@7544@20.66849315068493@kg
475586@68537@Live weight@@1.402@0@NA@2008-01-02@NA@NA@NA@NA@174@5318@14.56986301369863@kg
475586@68537@Live weight@@1.726@0@NA@2016-07-06@NA@NA@NA@NA@276@8426@23.084931506849315@kg
475586@68537@Live weight@@1.729@0@NA@2014-06-11@NA@NA@NA@NA@252@7670@21.013698630136986@kg
475586@68537@Live weight@@1.902@0@NA@2018-11-28@NA@NA@NA@NA@305@9301@25.482191780821918@kg
475586@68537@Live weight@@1.548@0@NA@2006-12-12@NA@NA@NA@NA@162@4932@13.512328767123288@kg
475586@68537@Live weight@@1.682@0@NA@2015-12-09@NA@NA@NA@NA@269@8216@22.50958904109589@kg
475586@68537@Live weight@@1.707@0@NA@2019-05-29@NA@NA@NA@NA@311@9483@25.980821917808218@kg
475586@68537@Live weight@@1.684@0@NA@2013-07-11@NA@NA@NA@NA@241@7335@20.095890410958905@kg
475586@68537@Live weight@@1.834@0@NA@2019-09-05@NA@NA@NA@NA@314@9582@26.252054794520546@kg
475586@68537@Live weight@@1.773@0@NA@2020-06-10@NA@NA@NA@NA@323@9861@27.016438356164382@kg
475586@68537@Live weight@@1.4@0@NA@2004-11-26@NA@NA@NA@NA@137@4186@11.468493150684932@kg
475586@68537@Live weight@@1.794@0@NA@2019-08-07@NA@NA@NA@NA@313@9553@26.172602739726027@kg
475586@68537@Live weight@@1.783@0@NA@2018-07-04@NA@NA@NA@NA@300@9154@25.07945205479452@kg
475586@68537@Live weight@@1.882@0@NA@2020-07-09@NA@NA@NA@NA@324@9890@27.095890410958905@kg
479966@112866@Live weight@@3.95@0@NA@2020-11-12@NA@NA@NA@NA@365@11122@30.471232876712328@kg
484348@115890@Live weight@@0.0015@0@NA@2013-03-20@NA@NA@NA@NA@151@4595@12.58904109589041@kg
487165@168670@Live weight@@0.453@0@NA@2021-12-23@NA@NA@NA@NA@31@967@2.649315068493151@kg
237562@23814@Live weight@@2.218@0@NA@1996-02-18@NA@NA@NA@NA@248@7567@20.731506849315068@kg
1218654@10512@Live weight@@0.662@0@NA@2022-07-08@NA@NA@NA@NA@58@1779@4.873972602739726@kg
1220496@46745@Live weight@@2.594@0@NA@2018-12-27@NA@NA@NA@NA@563@17162@47.01917808219178@kg
1220496@46745@Live weight@@2.696@0@NA@2014-12-22@NA@NA@NA@NA@515@15696@43.0027397260274@kg
1220496@46745@Live weight@@2.586@0@NA@2015-11-23@NA@NA@NA@NA@526@16032@43.92328767123288@kg
1220496@46745@Live weight@@2.824@0@NA@2016-05-24@NA@NA@NA@NA@532@16215@44.42465753424658@kg
1225288@120859@Live weight@@1.83@0@NA@1989-05-08@NA@NA@NA@NA@343@10453@28.638356164383563@kg
491785@34263@Live weight@@0.916@0@NA@2012-04-04@NA@NA@NA@NA@168@5118@14.021917808219179@kg
178403@23814@Live weight@@1.9@0@NA@1997-01-11@NA@NA@NA@NA@79@2426@6.646575342465753@kg
178403@23814@Live weight@@1.834@0@NA@1993-02-10@NA@NA@NA@NA@32@995@2.7260273972602738@kg
178403@23814@Live weight@@2.05@0@NA@1996-06-23@NA@NA@NA@NA@73@2224@6.093150684931507@kg
178403@23814@Live weight@@1.822@0@NA@1996-02-18@NA@NA@NA@NA@68@2098@5.747945205479452@kg
178403@23814@Live weight@@1.838@0@NA@1996-01-07@NA@NA@NA@NA@67@2056@5.632876712328767@kg
178403@23814@Live weight@@1.927@0@NA@1993-12-21@NA@NA@NA@NA@42@1309@3.5863013698630137@kg
180158@120859@Live weight@@1.31@0@NA@1987-09-03@NA@NA@NA@NA@303@9231@25.29041095890411@kg
271013@78043@Live weight@@3.055@0@NA@2020-07-01@NA@NA@NA@NA@204@6226@17.057534246575344@kg
272770@35726@Live weight@@1@0@NA@2004-09-20@NA@NA@NA@NA@200@6107@16.731506849315068@kg
272770@35726@Live weight@@0.95@0@NA@2003-07-11@NA@NA@NA@NA@186@5670@15.534246575342467@kg
280096@114907@Live weight@@0.07@0@NA@1998-03-24@NA@NA@NA@NA@5@163@0.4465753424657534@kg
285429@120782@Live weight@@0.816@0@NA@2022-03-25@NA@NA@NA@NA@128@3919@10.736986301369862@kg
285429@120782@Live weight@@0.85@0@NA@2023-06-23@NA@NA@NA@NA@143@4374@11.983561643835616@kg
285429@120782@Live weight@@0.832@0@NA@2022-12-24@NA@NA@NA@NA@137@4193@11.487671232876712@kg
285429@120782@Live weight@@0.833@0@NA@2023-03-29@NA@NA@NA@NA@140@4288@11.747945205479452@kg
285429@120782@Live weight@@0.755@0@NA@2021-11-22@NA@NA@NA@NA@124@3796@10.4@kg
171496@76359@Live weight@@0.6065@0@NA@2013-10-07@NA@NA@NA@NA@76@2333@6.391780821917808@kg
178403@23814@Live weight@@2@0@NA@1995-07-11@NA@NA@NA@NA@61@1876@5.13972602739726@kg
178403@23814@Live weight@@2.1@0@NA@1995-01-17@NA@NA@NA@NA@55@1701@4.66027397260274@kg
178403@23814@Live weight@@1.9@0@NA@1992-12-01@NA@NA@NA@NA@30@924@2.5315068493150683@kg
178403@23814@Live weight@@1.882@0@NA@1994-04-13@NA@NA@NA@NA@46@1422@3.8958904109589043@kg
178403@23814@Live weight@@1.936@0@NA@1993-08-30@NA@NA@NA@NA@39@1196@3.276712328767123@kg
180158@120859@Live weight@@1.37@0@NA@1988-05-16@NA@NA@NA@NA@311@9487@25.991780821917807@kg
795906@100740@Live weight@@0.645@0@NA@2015-08-28@NA@NA@NA@NA@123@3767@10.32054794520548@kg
795906@100740@Live weight@@0.705@0@NA@2016-10-25@NA@NA@NA@NA@137@4191@11.482191780821918@kg
795906@100740@Live weight@@0.563@0@NA@2013-10-17@NA@NA@NA@NA@101@3087@8.457534246575342@kg
795906@100740@Live weight@@0.55@0@NA@2012-10-31@NA@NA@NA@NA@89@2736@7.495890410958904@kg
795906@100740@Live weight@@0.674@0@NA@2017-03-23@NA@NA@NA@NA@142@4340@11.89041095890411@kg
800434@33954@Dead weight@Necropsy-CarcassWeight@1.608@0@NA@2002-07-11@NA@NA@NA@NA@72@2214@6.065753424657534@kg
800908@114907@Live weight@@0.237@0@NA@2006-05-08@NA@NA@NA@NA@31@954@2.6136986301369864@kg
259472@33954@Live weight@@0.871@0@NA@2009-06-13@NA@NA@NA@NA@143@4369@11.96986301369863@kg
260352@138725@Live weight@@1.13@0@NA@2022-03-09@NA@NA@NA@NA@128@3920@10.73972602739726@kg
260352@138725@Live weight@@1.19@0@NA@2022-09-28@NA@NA@NA@NA@135@4123@11.295890410958904@kg
260352@138725@Live weight@@0.92@0@NA@2020-03-02@NA@NA@NA@NA@104@3183@8.72054794520548@kg
260352@138725@Live weight@@1.16@0@NA@2020-12-02@NA@NA@NA@NA@113@3458@9.473972602739726@kg
260352@138725@Live weight@@0.81@0@NA@2019-12-30@NA@NA@NA@NA@102@3120@8.547945205479452@kg
260352@138725@Live weight@@0.72@0@NA@2019-04-08@NA@NA@NA@NA@93@2854@7.8191780821917805@kg
260352@138725@Live weight@@1.114@0@NA@2021-01-07@NA@NA@NA@NA@114@3494@9.572602739726028@kg
260352@138725@Live weight@@1.078@0@NA@2022-05-27@NA@NA@NA@NA@131@3999@10.956164383561644@kg
260352@138725@Live weight@@0.75@0@NA@2019-07-07@NA@NA@NA@NA@96@2944@8.065753424657535@kg
260352@138725@Live weight@@0.96@0@NA@2020-02-03@NA@NA@NA@NA@103@3155@8.643835616438356@kg
260352@138725@Live weight@@1.17@0@NA@2020-09-23@NA@NA@NA@NA@111@3388@9.282191780821918@kg
260352@138725@Live weight@@0.69@0@NA@2019-10-21@NA@NA@NA@NA@100@3050@8.356164383561644@kg
260352@138725@Live weight@@1.01@0@NA@2020-03-09@NA@NA@NA@NA@104@3190@8.73972602739726@kg
260352@138725@Live weight@@1.24@0@NA@2021-06-30@NA@NA@NA@NA@120@3668@10.04931506849315@kg
521769@138725@Live weight@@2@0@NA@2009-11-09@NA@NA@NA@NA@66@2018@5.528767123287671@kg
521769@138725@Live weight@@1.9@0@NA@2009-07-01@NA@NA@NA@NA@62@1887@5.16986301369863@kg
521769@138725@Live weight@@1.925@0@NA@2009-07-14@NA@NA@NA@NA@62@1900@5.205479452054795@kg
521769@138725@Live weight@@1.91@0@NA@2009-10-26@NA@NA@NA@NA@65@2004@5.49041095890411@kg
521769@138725@Live weight@@2.02@0@NA@2009-09-27@NA@NA@NA@NA@64@1975@5.410958904109589@kg
521769@138725@Live weight@@1e-6@0@NA@2010-06-09@NA@NA@NA@NA@73@2230@6.109589041095891@kg
521769@138725@Live weight@@1e-6@0@NA@2010-03-01@NA@NA@NA@NA@70@2130@5.835616438356165@kg
191513@114122@Live weight@@1.001@0@NA@2008-08-12@NA@NA@NA@NA@373@11362@31.12876712328767@kg
191513@114122@Live weight@@1.181@0@NA@2016-05-13@NA@NA@NA@NA@466@14193@38.88493150684931@kg
191513@114122@Live weight@@1.0784@0@NA@2004-03-24@NA@NA@NA@NA@320@9760@26.73972602739726@kg
191513@114122@Live weight@@1.191@0@NA@2007-07-05@NA@NA@NA@NA@360@10958@30.02191780821918@kg
191513@114122@Live weight@@1.202@0@NA@2017-03-02@NA@NA@NA@NA@475@14486@39.68767123287671@kg
191513@114122@Live weight@@1.195@0@NA@2007-09-30@NA@NA@NA@NA@362@11045@30.26027397260274@kg
191513@114122@Live weight@@1.16@0@NA@2008-10-24@NA@NA@NA@NA@375@11435@31.328767123287673@kg
191513@114122@Live weight@@1.055@0@NA@2017-02-23@NA@NA@NA@NA@475@14479@39.66849315068493@kg
191513@114122@Live weight@@0.669@0@NA@2011-03-22@NA@NA@NA@NA@404@12314@33.73698630136986@kg
191513@114122@Live weight@@1.198@0@NA@2016-09-08@NA@NA@NA@NA@470@14311@39.20821917808219@kg
271013@78043@Live weight@@2.748@0@NA@2020-01-23@NA@NA@NA@NA@199@6066@16.61917808219178@kg
271013@78043@Live weight@@3.048@0@NA@2023-11-10@NA@NA@NA@NA@244@7453@20.41917808219178@kg
271013@78043@Live weight@@3@0@NA@2016-11-10@NA@NA@NA@NA@160@4897@13.416438356164383@kg
278187@115683@Live weight@@0.493@0@NA@2022-10-19@NA@NA@NA@NA@121@3695@10.123287671232877@kg
285429@120782@Live weight@@0.819@0@NA@2023-05-26@NA@NA@NA@NA@142@4346@11.906849315068493@kg
285429@120782@Live weight@@0.356@0@NA@2016-02-19@NA@NA@NA@NA@55@1693@4.638356164383562@kg
285429@120782@Live weight@@0.834@0@NA@2022-10-02@NA@NA@NA@NA@135@4110@11.26027397260274@kg
285429@120782@Live weight@@0.165@0@NA@2014-03-28@NA@NA@NA@NA@32@1000@2.73972602739726@kg
806865@34263@Live weight@@1.372@0@NA@2012-04-04@NA@NA@NA@NA@136@4142@11.347945205479451@kg
554757@62963@Live weight@@0.404@0@NA@2021-03-10@NA@NA@NA@NA@NA@NA@NA@kg
554757@62963@Live weight@@0.504@0@NA@2023-01-22@NA@NA@NA@NA@NA@NA@NA@kg
554757@62963@Live weight@@0.422@0@NA@2021-07-12@NA@NA@NA@NA@NA@NA@NA@kg
556308@11523@Live weight@@1.078@0@NA@2002-01-30@NA@NA@NA@NA@71@2162@5.923287671232877@kg
556308@11523@Live weight@@0.54@0@NA@2000-10-03@NA@NA@NA@NA@55@1678@4.597260273972603@kg
1261844@11523@Live weight@@2.305@0@NA@2006-09-29@NA@NA@NA@NA@80@2463@6.747945205479452@kg
1269825@128899@Live weight@@0.933@0@NA@2019-11-09@NA@NA@NA@NA@124@3799@10.408219178082192@kg
209568@151033@Live weight@@1.1@0@NA@2019-05-14@NA@NA@NA@NA@105@3209@8.791780821917808@kg
209568@151033@Live weight@@0.001277@0@NA@2018-10-12@NA@NA@NA@NA@98@2995@8.205479452054794@kg
321094@23814@Live weight@@2.1@0@NA@1996-10-08@NA@NA@NA@NA@316@9626@26.372602739726027@kg
321094@23814@Live weight@@2.1@0@NA@1996-06-23@NA@NA@NA@NA@312@9519@26.07945205479452@kg
321094@23814@Live weight@@2.1@0@NA@1995-01-17@NA@NA@NA@NA@295@8996@24.646575342465752@kg
321094@23814@Live weight@@1.892@0@NA@1996-04-20@NA@NA@NA@NA@310@9455@25.904109589041095@kg
321094@23814@Live weight@@1.948@0@NA@1993-02-10@NA@NA@NA@NA@272@8290@22.71232876712329@kg
331112@129985@Live weight@@0.436@0@NA@2014-11-17@NA@NA@NA@NA@52@1587@4.347945205479452@kg
331112@129985@Live weight@@0.309@0@NA@2013-01-25@NA@NA@NA@NA@30@926@2.536986301369863@kg
290440@137182@Live weight@@0.96@0@NA@2017-03-07@NA@NA@NA@NA@160@4880@13.36986301369863@kg
302680@108574@Live weight@@0.94@0@NA@2021-09-01@NA@NA@NA@NA@140@4261@11.673972602739726@kg
21817@138725@Live weight@@1@0@NA@2006-06-30@NA@NA@NA@NA@77@2371@6.495890410958904@kg
30409@76646@Live weight@@0.186@0@NA@2011-06-17@NA@NA@NA@NA@70@2146@5.879452054794521@kg
33428@96744@Live weight@@0.143@0@NA@2020-02-10@NA@NA@NA@NA@20@610@1.6712328767123288@kg
843364@122408@Live weight@@0.85@0@NA@1989-08-11@NA@NA@NA@NA@38@1169@3.202739726027397@kg
843364@122408@Live weight@@0.6@0@NA@1986-07-24@NA@NA@NA@NA@1@55@0.1506849315068493@kg
843364@122408@Live weight@@0.7@0@NA@1987-07-07@NA@NA@NA@NA@13@403@1.104109589041096@kg
844926@164177@Live weight@@2.06@0@NA@2022-06-02@NA@NA@NA@NA@102@3110@8.520547945205479@kg
566895@9029@Live weight@@2.275@0@NA@2007-06-08@NA@NA@NA@NA@214@6520@17.863013698630137@kg
568246@153376@Live weight@@2.42@0@NA@2019-09-30@NA@NA@NA@NA@236@7212@19.75890410958904@kg
568246@153376@Live weight@@2.42@0@NA@2021-06-28@NA@NA@NA@NA@257@7849@21.504109589041096@kg
568246@153376@Live weight@@2.342@0@NA@2023-05-16@NA@NA@NA@NA@280@8536@23.386301369863013@kg
568246@153376@Live weight@@2.262@0@NA@2023-03-21@NA@NA@NA@NA@278@8480@23.232876712328768@kg
1282474@122408@Live weight@@0.389@0@NA@2006-03-04@NA@NA@NA@NA@186@5663@15.515068493150684@kg
1282474@122408@Live weight@@0.391@0@NA@2006-02-10@NA@NA@NA@NA@185@5641@15.454794520547946@kg
1294212@114122@Live weight@@2.064@0@NA@2016-04-21@NA@NA@NA@NA@348@10613@29.076712328767123@kg
1294212@114122@Live weight@@2@0@NA@2017-12-21@NA@NA@NA@NA@368@11222@30.745205479452054@kg
1294212@114122@Live weight@@2.005@0@NA@2017-12-05@NA@NA@NA@NA@368@11206@30.7013698630137@kg
1294212@114122@Live weight@@1.998@0@NA@2008-10-10@NA@NA@NA@NA@258@7863@21.542465753424658@kg
1294212@114122@Live weight@@2.129@0@NA@2016-06-02@NA@NA@NA@NA@350@10655@29.19178082191781@kg
1294212@114122@Live weight@@2.12@0@NA@2016-04-03@NA@NA@NA@NA@348@10595@29.027397260273972@kg
1294212@114122@Live weight@@2.15@0@NA@2018-01-11@NA@NA@NA@NA@369@11243@30.802739726027397@kg
1294212@114122@Live weight@@2.051@0@NA@2013-10-24@NA@NA@NA@NA@318@9703@26.583561643835615@kg
1294212@114122@Live weight@@2.017@0@NA@2017-03-16@NA@NA@NA@NA@359@10942@29.97808219178082@kg
1294212@114122@Live weight@@2.08@0@NA@2017-06-29@NA@NA@NA@NA@362@11047@30.265753424657536@kg
331480@165187@Dead weight@@0.49@0@NA@2008-02-04@NA@NA@NA@NA@42@1304@3.5726027397260274@kg
341653@15939@Live weight@@0.487@0@NA@2020-06-30@NA@NA@NA@NA@53@1642@4.498630136986302@kg
341653@15939@Live weight@@0.23@0@NA@2019-02-20@NA@NA@NA@NA@37@1146@3.1397260273972605@kg
578131@33954@Live weight@@0.722@0@NA@2005-03-21@NA@NA@NA@NA@76@2315@6.342465753424658@kg
578131@33954@Live weight@@0.708@0@NA@2004-11-25@NA@NA@NA@NA@72@2199@6.024657534246575@kg
578131@33954@Live weight@@724@0@NA@2005-01-13@NA@NA@NA@NA@73@2248@6.158904109589041@kg
580634@34263@Live weight@@0.606@0@NA@2011-03-20@NA@NA@NA@NA@90@2750@7.534246575342466@kg
586829@33954@Live weight@@0.73@0@NA@2004-12-09@NA@NA@NA@NA@72@2214@6.065753424657534@kg
586829@33954@Live weight@@750@0@NA@2005-01-06@NA@NA@NA@NA@73@2242@6.142465753424657@kg
586829@33954@Live weight@@0.762@0@NA@2004-10-24@NA@NA@NA@NA@71@2168@5.93972602739726@kg
588147@122408@Live weight@@0.75@0@NA@1986-10-31@NA@NA@NA@NA@5@154@0.42191780821917807@kg
588147@122408@Live weight@@0.65@0@NA@1988-12-17@NA@NA@NA@NA@30@932@2.5534246575342467@kg
588147@122408@Live weight@@0.8@0@NA@1987-07-07@NA@NA@NA@NA@13@403@1.104109589041096@kg
51341@120859@Live weight@@1.23@0@NA@1989-05-08@NA@NA@NA@NA@295@8993@24.638356164383563@kg
321094@23814@Live weight@@1.944@0@NA@1996-03-05@NA@NA@NA@NA@309@9409@25.778082191780822@kg
321094@23814@Live weight@@2.15@0@NA@1996-05-02@NA@NA@NA@NA@311@9467@25.936986301369863@kg
851690@108574@Live weight@@1.37@0@NA@2007-09-09@NA@NA@NA@NA@138@4210@11.534246575342467@kg
851690@108574@Live weight@@1.348@0@NA@2005-03-25@NA@NA@NA@NA@108@3312@9.073972602739726@kg
851690@11523@Live weight@@1.02@0@NA@2001-06-23@NA@NA@NA@NA@63@1941@5.317808219178082@kg
851690@108574@Live weight@@1.366@0@NA@2012-04-18@NA@NA@NA@NA@193@5893@16.145205479452056@kg
856792@109140@Live weight@@2.23@0@NA@2009-02-23@NA@NA@NA@NA@35@1069@2.9287671232876713@kg
856792@109140@Live weight@@2.405@0@NA@2008-03-31@NA@NA@NA@NA@24@740@2.0273972602739727@kg
856792@109140@Live weight@@2.11@0@NA@2014-03-17@NA@NA@NA@NA@95@2917@7.991780821917808@kg
856792@109140@Live weight@@2.195@0@NA@2012-03-20@NA@NA@NA@NA@71@2190@6@kg
856792@109140@Live weight@@2.385@0@NA@2009-09-24@NA@NA@NA@NA@42@1282@3.5123287671232877@kg
857298@115683@Live weight@@759@0@NA@2022-10-19@NA@NA@NA@NA@393@11979@32.81917808219178@kg
860457@15939@Live weight@@0.88@0@NA@2020-12-08@NA@NA@NA@NA@35@1072@2.936986301369863@kg
860457@15939@Live weight@@0.85@0@NA@2020-08-17@NA@NA@NA@NA@31@959@2.627397260273973@kg
860457@15939@Live weight@@0.865@0@NA@2021-10-06@NA@NA@NA@NA@45@1374@3.7643835616438355@kg
860457@15939@Live weight@@0.805@0@NA@2021-10-19@NA@NA@NA@NA@45@1387@3.8@kg
860457@15939@Live weight@@0.815@0@NA@2020-09-14@NA@NA@NA@NA@32@987@2.7041095890410958@kg
860457@15939@Live weight@@0.795@0@NA@2023-05-11@NA@NA@NA@NA@64@1956@5.358904109589041@kg
860457@15939@Live weight@@0.85@0@NA@2021-06-30@NA@NA@NA@NA@41@1276@3.495890410958904@kg
865869@169853@Live weight@@1.13@0@NA@2022-09-19@NA@NA@NA@NA@65@2004@5.49041095890411@kg
237562@23814@Live weight@@2.5@0@NA@1997-06-13@NA@NA@NA@NA@264@8048@22.04931506849315@kg
237562@23814@Live weight@@2.5@0@NA@1997-05-17@NA@NA@NA@NA@263@8021@21.975342465753425@kg
242874@153376@Live weight@@0.5@0@NA@2017-12-18@NA@NA@NA@NA@215@6561@17.975342465753425@kg
247090@15585@Live weight@@0.033@0@NA@2003-07-07@NA@NA@NA@NA@12@387@1.0602739726027397@kg
372543@168670@Live weight@@0.683@0@NA@2021-03-03@NA@NA@NA@NA@22@672@1.841095890410959@kg
372543@168670@Live weight@@0.702@0@NA@2020-09-02@NA@NA@NA@NA@16@490@1.3424657534246576@kg
372543@168670@Live weight@@0.671@0@NA@2021-01-06@NA@NA@NA@NA@20@616@1.6876712328767123@kg
1301342@8383@Dead weight@Necropsy-CarcassWeight@0.631@0@NA@2005-06-26@NA@NA@NA@NA@117@3563@9.761643835616438@kg
1319344@15939@Live weight@@0.046@0@NA@2021-11-30@NA@NA@NA@NA@86@2647@7.252054794520548@kg
1319344@15939@Live weight@@0.415@0@NA@2019-05-27@NA@NA@NA@NA@56@1729@4.736986301369863@kg
1319344@15939@Live weight@@0.45@0@NA@2021-07-26@NA@NA@NA@NA@82@2520@6.904109589041096@kg
1319344@15939@Live weight@@0.235@0@NA@2016-04-09@NA@NA@NA@NA@19@586@1.6054794520547946@kg
1319344@15939@Live weight@@0.32@0@NA@2018-03-09@NA@NA@NA@NA@42@1285@3.5205479452054793@kg
1320156@76646@Live weight@@0.149@0@NA@2011-10-07@NA@NA@NA@NA@74@2258@6.186301369863013@kg
1320156@76646@Live weight@@0.12@0@NA@2012-03-20@NA@NA@NA@NA@79@2423@6.638356164383562@kg
1320156@76646@Live weight@@0.22@0@NA@2012-09-20@NA@NA@NA@NA@85@2607@7.142465753424657@kg
612226@78043@Live weight@@1.35@0@NA@2014-11-08@NA@NA@NA@NA@658@20035@54.89041095890411@kg
331112@129985@Live weight@@0.308@0@NA@2013-03-04@NA@NA@NA@NA@31@964@2.6410958904109587@kg
341299@151033@Live weight@@1.434@0@NA@2023-10-19@NA@NA@NA@NA@645@19650@53.83561643835616@kg
341653@15939@Live weight@@0.494@0@NA@2019-08-20@NA@NA@NA@NA@43@1327@3.6356164383561644@kg
341653@15939@Live weight@@0.45@0@NA@2020-03-12@NA@NA@NA@NA@50@1532@4.197260273972603@kg
341653@15939@Live weight@@0.5@0@NA@2020-10-20@NA@NA@NA@NA@57@1754@4.8054794520547945@kg
872491@10512@Live weight@@0.691@0@NA@2022-11-18@NA@NA@NA@NA@62@1914@5.243835616438356@kg
874191@153376@Live weight@@1870@0@NA@2022-04-13@NA@NA@NA@NA@267@8138@22.295890410958904@kg
874191@153376@Live weight@@1.8@0@NA@2019-12-22@NA@NA@NA@NA@239@7295@19.986301369863014@kg
874191@153376@Live weight@@2@0@NA@2023-01-18@NA@NA@NA@NA@276@8418@23.063013698630137@kg
887620@76359@Live weight@@0.0437@0@NA@2013-01-09@NA@NA@NA@NA@7@217@0.5945205479452055@kg
887620@156191@Live weight@@0.397@0@NA@2015-08-03@NA@NA@NA@NA@37@1153@3.158904109589041@kg
887620@156191@Live weight@@0.708@0@NA@2022-07-03@NA@NA@NA@NA@120@3679@10.07945205479452@kg
887620@156191@Live weight@@0.481@0@NA@2017-07-02@NA@NA@NA@NA@60@1852@5.073972602739726@kg
887620@156191@Live weight@@0.645@0@NA@2021-03-30@NA@NA@NA@NA@105@3219@8.819178082191781@kg
887620@156191@Live weight@@0.5@0@NA@2017-03-02@NA@NA@NA@NA@56@1730@4.739726027397261@kg
59914@48819@Live weight@@0.392@0@NA@2020-06-05@NA@NA@NA@NA@17@521@1.4273972602739726@kg
59914@48819@Live weight@@0.328@0@NA@2019-10-22@NA@NA@NA@NA@9@294@0.8054794520547945@kg
59914@48819@Live weight@@0.374@0@NA@2019-11-22@NA@NA@NA@NA@10@325@0.8904109589041096@kg
65328@129985@Live weight@@0.63@0@NA@2016-01-19@NA@NA@NA@NA@60@1835@5.027397260273973@kg
65328@129985@Live weight@@0.505@0@NA@2014-10-13@NA@NA@NA@NA@45@1372@3.758904109589041@kg
65328@129985@Live weight@@0.45@0@NA@2014-07-02@NA@NA@NA@NA@41@1269@3.4767123287671233@kg
65328@129985@Live weight@@0.451@0@NA@2014-11-21@NA@NA@NA@NA@46@1411@3.8657534246575342@kg
65328@129985@Live weight@@0.431@0@NA@2014-12-28@NA@NA@NA@NA@47@1448@3.967123287671233@kg
69507@23814@Live weight@@0.968@0@NA@1993-03-22@NA@NA@NA@NA@153@4677@12.813698630136987@kg
69507@23814@Live weight@@0.975@0@NA@1993-11-10@NA@NA@NA@NA@161@4910@13.452054794520548@kg
69507@23814@Live weight@@0.977@0@NA@1995-11-09@NA@NA@NA@NA@185@5639@15.449315068493151@kg
69507@23814@Live weight@@1@0@NA@1997-06-13@NA@NA@NA@NA@204@6221@17.043835616438358@kg
69507@23814@Live weight@@0.98@0@NA@1997-05-17@NA@NA@NA@NA@203@6194@16.96986301369863@kg
69507@23814@Live weight@@0.929@0@NA@1994-01-31@NA@NA@NA@NA@163@4992@13.676712328767124@kg
255293@44462@Live weight@@0.0256@0@NA@2013-07-01@NA@NA@NA@NA@10@325@0.8904109589041096@kg
255293@44462@Live weight@@0.0414@0@NA@2014-05-24@NA@NA@NA@NA@21@652@1.7863013698630137@kg
260352@138725@Live weight@@1.15@0@NA@2021-03-24@NA@NA@NA@NA@117@3570@9.780821917808218@kg
260352@138725@Live weight@@1.19@0@NA@2021-04-25@NA@NA@NA@NA@118@3602@9.868493150684932@kg
260352@138725@Live weight@@1.25@0@NA@2022-10-25@NA@NA@NA@NA@136@4150@11.36986301369863@kg
260352@138725@Live weight@@1.17@0@NA@2020-10-21@NA@NA@NA@NA@112@3416@9.35890410958904@kg
260352@138725@Live weight@@1.18@0@NA@2022-01-15@NA@NA@NA@NA@127@3867@10.594520547945205@kg
260352@138725@Live weight@@1.17@0@NA@2021-03-17@NA@NA@NA@NA@117@3563@9.761643835616438@kg
260352@138725@Live weight@@1.084@0@NA@2021-01-13@NA@NA@NA@NA@114@3500@9.58904109589041@kg
260352@138725@Live weight@@1.11@0@NA@2021-12-12@NA@NA@NA@NA@125@3833@10.501369863013698@kg
260352@138725@Live weight@@1.2@0@NA@2020-10-06@NA@NA@NA@NA@111@3401@9.317808219178081@kg
