AnimalAnonID@RecordingInstitution@MeasurementType@RecordType@MeasurementValue@EstimatedMeasurement@ExcludededFromNorms@MeasurementDate@MeasurementDateEstimateType@MeasurementDateEstimateStart@MeasurementDateEstimateEnd@CollectionScopeType@AnimalAgeMonths@AnimalAgeDays@Age@UnitOfMeasure
3262758@120782@Live weight@@3.85@0@NA@2022-03-23@NA@NA@NA@NA@824@25101@68.76986301369863@kg
3262758@120782@Live weight@@3.48@0@NA@2013-03-05@NA@NA@NA@NA@716@21796@59.71506849315068@kg
3262758@120782@Live weight@@4@0@NA@2023-07-26@NA@NA@NA@NA@840@25591@70.11232876712329@kg
3262758@120782@Live weight@@2.915@0@NA@2015-12-28@NA@NA@NA@NA@749@22824@62.53150684931507@kg
3295662@109140@Live weight@@2.17@0@NA@2008-10-20@NA@NA@NA@NA@30@943@2.5835616438356164@kg
3295662@109140@Live weight@@2.055@0@NA@2010-03-09@NA@NA@NA@NA@47@1448@3.967123287671233@kg
3295662@109140@Live weight@@2.145@0@NA@2008-03-31@NA@NA@NA@NA@24@740@2.0273972602739727@kg
3295662@109140@Live weight@@2.195@0@NA@2008-05-05@NA@NA@NA@NA@25@775@2.1232876712328768@kg
3295662@109140@Live weight@@2.17@0@NA@2008-11-11@NA@NA@NA@NA@31@965@2.643835616438356@kg
3295662@109140@Live weight@@2.22@0@NA@2011-05-06@NA@NA@NA@NA@61@1871@5.126027397260274@kg
3295662@109140@Live weight@@2.185@0@NA@2008-10-27@NA@NA@NA@NA@31@950@2.6027397260273974@kg
3295662@109140@Live weight@@1.648@0@NA@2020-06-16@NA@NA@NA@NA@170@5200@14.246575342465754@kg
3295662@109140@Live weight@@2.3@0@NA@2009-04-20@NA@NA@NA@NA@36@1125@3.0821917808219177@kg
3295662@109140@Live weight@@2.225@0@NA@2010-11-14@NA@NA@NA@NA@55@1698@4.652054794520548@kg
3295662@109140@Live weight@@1.66@0@NA@2020-12-27@NA@NA@NA@NA@177@5394@14.778082191780822@kg
3295662@109140@Live weight@@2.16@0@NA@2008-09-19@NA@NA@NA@NA@29@912@2.4986301369863013@kg
3295662@109140@Live weight@@2.195@0@NA@2008-05-26@NA@NA@NA@NA@26@796@2.180821917808219@kg
3295662@109140@Live weight@@2.07@0@NA@2009-02-09@NA@NA@NA@NA@34@1055@2.8904109589041096@kg
3302208@25731@Live weight@@1.485@0@NA@2018-04-21@NA@NA@NA@NA@541@16473@45.131506849315066@kg
3306915@128899@Live weight@@0.25@0@NA@2016-04-16@NA@NA@NA@NA@46@1401@3.8383561643835615@kg
3314646@34263@Live weight@@1.159@0@NA@2015-04-03@NA@NA@NA@NA@127@3888@10.652054794520549@kg
3314646@34263@Live weight@@1.104@0@NA@2011-03-20@NA@NA@NA@NA@79@2413@6.610958904109589@kg
3314646@34263@Live weight@@1.111@0@NA@2012-04-04@NA@NA@NA@NA@91@2794@7.654794520547945@kg
3314646@34263@Live weight@@1.177@0@NA@2015-12-19@NA@NA@NA@NA@136@4148@11.364383561643836@kg
3316208@162977@Live weight@@0.829@0@NA@2016-05-04@NA@NA@NA@NA@196@5968@16.350684931506848@kg
3316208@162977@Live weight@@0.88@0@NA@2017-06-13@NA@NA@NA@NA@209@6373@17.46027397260274@kg
3316208@162977@Live weight@@0.855@0@NA@2019-12-23@NA@NA@NA@NA@239@7296@19.98904109589041@kg
3316208@162977@Live weight@@0.86@0@NA@2017-04-04@NA@NA@NA@NA@207@6303@17.268493150684932@kg
3316208@162977@Live weight@@0.86@0@NA@2020-03-26@NA@NA@NA@NA@242@7390@20.246575342465754@kg
3316208@162977@Live weight@@0.88@0@NA@2020-04-15@NA@NA@NA@NA@243@7410@20.301369863013697@kg
3316208@162977@Live weight@@0.826@0@NA@2019-11-07@NA@NA@NA@NA@238@7250@19.863013698630137@kg
3316208@162977@Live weight@@0.854@0@NA@2017-07-30@NA@NA@NA@NA@210@6420@17.589041095890412@kg
3324972@138725@Live weight@@1.42@0@NA@2022-08-08@NA@NA@NA@NA@133@4072@11.156164383561643@kg
3324972@138725@Live weight@@1.36@0@NA@2020-03-09@NA@NA@NA@NA@104@3190@8.73972602739726@kg
3324972@138725@Live weight@@1.33@0@NA@2021-06-30@NA@NA@NA@NA@120@3668@10.04931506849315@kg
3324972@138725@Live weight@@1.38@0@NA@2021-01-07@NA@NA@NA@NA@114@3494@9.572602739726028@kg
3324972@138725@Live weight@@1.34@0@NA@2021-02-24@NA@NA@NA@NA@116@3542@9.704109589041096@kg
3324972@138725@Live weight@@1.45@0@NA@2022-08-23@NA@NA@NA@NA@134@4087@11.197260273972603@kg
3324972@138725@Live weight@@1.12@0@NA@2020-09-05@NA@NA@NA@NA@110@3370@9.232876712328768@kg
3324972@138725@Live weight@@1.31@0@NA@2020-10-01@NA@NA@NA@NA@111@3396@9.304109589041095@kg
3324972@138725@Live weight@@1.36@0@NA@2022-11-27@NA@NA@NA@NA@137@4183@11.46027397260274@kg
3324972@138725@Live weight@@1.45@0@NA@2020-10-21@NA@NA@NA@NA@112@3416@9.35890410958904@kg
3324972@138725@Live weight@@1.37@0@NA@2020-12-16@NA@NA@NA@NA@114@3472@9.512328767123288@kg
3324972@138725@Live weight@@1.316@0@NA@2021-05-26@NA@NA@NA@NA@119@3633@9.953424657534246@kg
3324972@138725@Live weight@@1.39@0@NA@2021-05-23@NA@NA@NA@NA@119@3630@9.945205479452055@kg
3324972@138725@Live weight@@1.33@0@NA@2021-06-01@NA@NA@NA@NA@119@3639@9.96986301369863@kg
3324972@138725@Live weight@@1.25@0@NA@2019-09-26@NA@NA@NA@NA@99@3025@8.287671232876713@kg
3324972@138725@Live weight@@1.36@0@NA@2021-03-09@NA@NA@NA@NA@116@3555@9.73972602739726@kg
3324972@138725@Live weight@@1.2@0@NA@2019-09-16@NA@NA@NA@NA@99@3015@8.26027397260274@kg
3333926@4116@Live weight@@1.648@0@NA@2010-05-14@NA@NA@NA@NA@400@12186@33.38630136986301@kg
3352048@56894@Live weight@@0.08@0@NA@2005-10-09@NA@NA@NA@NA@18@556@1.5232876712328767@kg
3359893@114122@Live weight@@1.83@0@NA@2017-02-09@NA@NA@NA@NA@238@7274@19.92876712328767@kg
3359893@114122@Live weight@@1.857@0@NA@2007-07-05@NA@NA@NA@NA@123@3767@10.32054794520548@kg
3359893@114122@Live weight@@1.932@0@NA@2016-07-23@NA@NA@NA@NA@232@7073@19.378082191780823@kg
3359893@114122@Live weight@@1.958@0@NA@2016-03-29@NA@NA@NA@NA@228@6957@19.06027397260274@kg
3359893@114122@Live weight@@1.782@0@NA@2006-03-28@NA@NA@NA@NA@108@3303@9.04931506849315@kg
3359893@114122@Live weight@@1.95@0@NA@2016-08-20@NA@NA@NA@NA@233@7101@19.454794520547946@kg
3359893@114122@Live weight@@1.957@0@NA@2016-04-21@NA@NA@NA@NA@229@6980@19.123287671232877@kg
3364379@76646@Live weight@@0.6@0@NA@2021-07-01@NA@NA@NA@NA@91@2770@7.589041095890411@kg
3364379@76646@Live weight@@0.6@0@NA@2021-10-14@NA@NA@NA@NA@94@2875@7.876712328767123@kg
3364379@76646@Live weight@@0.579@0@NA@2020-09-28@NA@NA@NA@NA@81@2494@6.832876712328767@kg
3364379@76646@Live weight@@0.53@0@NA@2021-05-10@NA@NA@NA@NA@89@2718@7.446575342465754@kg
3374229@120859@Live weight@@1.04@0@NA@1988-07-04@NA@NA@NA@NA@266@8118@22.24109589041096@kg
3376321@128594@Live weight@@1.56@0@NA@2001-01-16@NA@NA@NA@NA@30@944@2.5863013698630137@kg
3376321@128594@Live weight@@1.97@0@NA@2004-05-04@NA@NA@NA@NA@70@2148@5.884931506849315@kg
3386237@139396@Live weight@@1.22@0@NA@2014-03-05@NA@NA@NA@NA@210@6413@17.56986301369863@kg
3386237@139396@Live weight@@1.036@0@NA@2011-10-13@NA@NA@NA@NA@182@5539@15.175342465753424@kg
3386237@139396@Live weight@@1.265@0@NA@2014-02-27@NA@NA@NA@NA@210@6407@17.553424657534247@kg
3393142@83497@Live weight@@1.4@0@NA@2007-10-05@NA@NA@NA@NA@573@17444@47.79178082191781@kg
3393142@83497@Live weight@@0.8@0@NA@2007-10-25@NA@NA@NA@NA@573@17464@47.846575342465755@kg
3394421@168670@Live weight@@0.648@0@NA@2022-02-17@NA@NA@NA@NA@33@1023@2.802739726027397@kg
3394421@168670@Live weight@@0.578@0@NA@2020-03-03@NA@NA@NA@NA@10@307@0.8410958904109589@kg
3394421@168670@Live weight@@0.63@0@NA@2020-09-16@NA@NA@NA@NA@16@504@1.3808219178082193@kg
3394421@168670@Live weight@@0.588@0@NA@2020-04-04@NA@NA@NA@NA@11@339@0.9287671232876712@kg
3406931@120782@Live weight@@0.614@0@NA@2023-05-26@NA@NA@NA@NA@142@4346@11.906849315068493@kg
3406931@120782@Live weight@@0.18@0@NA@2014-03-28@NA@NA@NA@NA@32@1000@2.73972602739726@kg
3406931@120782@Live weight@@0.21@0@NA@2014-08-29@NA@NA@NA@NA@37@1154@3.1616438356164385@kg
3406931@120782@Live weight@@0.628@0@NA@2022-03-25@NA@NA@NA@NA@128@3919@10.736986301369862@kg
3415487@44462@Live weight@@1.08@0@NA@2000-10-05@NA@NA@NA@NA@51@1582@4.3342465753424655@kg
3415487@114907@Live weight@@1.128@0@NA@2006-01-19@NA@NA@NA@NA@115@3514@9.627397260273973@kg
3415487@44462@Live weight@@1.08@0@NA@1999-09-17@NA@NA@NA@NA@39@1198@3.282191780821918@kg
3427011@120859@Live weight@@1.87@0@NA@1988-04-17@NA@NA@NA@NA@390@11892@32.58082191780822@kg
3430236@104105@Live weight@@0.361@0@NA@2019-06-04@NA@NA@NA@NA@NA@NA@NA@kg
3444227@33954@Live weight@@0.792@0@NA@2004-10-13@NA@NA@NA@NA@70@2158@5.912328767123288@kg
3450810@109140@Live weight@@1.02@0@NA@2008-06-09@NA@NA@NA@NA@11@360@0.9863013698630136@kg
3450810@109140@Live weight@@1.04@0@NA@2008-11-17@NA@NA@NA@NA@17@521@1.4273972602739726@kg
3450810@109140@Live weight@@1.24@0@NA@2011-10-11@NA@NA@NA@NA@51@1579@4.326027397260274@kg
3450810@109140@Live weight@@1.125@0@NA@2009-08-11@NA@NA@NA@NA@25@788@2.158904109589041@kg
3450810@109140@Live weight@@1.035@0@NA@2008-03-31@NA@NA@NA@NA@9@290@0.7945205479452054@kg
3450810@109140@Live weight@@1.085@0@NA@2011-08-26@NA@NA@NA@NA@50@1533@4.2@kg
3450810@109140@Live weight@@1.145@0@NA@2012-08-06@NA@NA@NA@NA@61@1879@5.147945205479452@kg
3450810@109140@Live weight@@1.115@0@NA@2008-08-20@NA@NA@NA@NA@14@432@1.1835616438356165@kg
3462164@138417@Live weight@@0.21@0@NA@2018-08-21@NA@NA@NA@NA@24@739@2.0246575342465754@kg
3462164@138417@Live weight@@0.387@0@NA@2019-11-14@NA@NA@NA@NA@39@1189@3.2575342465753425@kg
2452692@46754@Live weight@@1.082@0@NA@2007-07-26@NA@NA@NA@NA@224@6846@18.756164383561643@kg
2459378@138725@Live weight@@1@0@NA@2004-08-22@NA@NA@NA@NA@175@5347@14.64931506849315@kg
2487787@109140@Live weight@@1.62@0@NA@2008-03-11@NA@NA@NA@NA@26@800@2.191780821917808@kg
2487787@109140@Live weight@@1.265@0@NA@2020-12-27@NA@NA@NA@NA@179@5474@14.997260273972604@kg
2487787@109140@Live weight@@1.575@0@NA@2008-04-21@NA@NA@NA@NA@27@841@2.304109589041096@kg
2487787@109140@Live weight@@1.19@0@NA@2019-09-04@NA@NA@NA@NA@164@4994@13.682191780821919@kg
2487787@109140@Live weight@@1.575@0@NA@2008-06-30@NA@NA@NA@NA@29@911@2.495890410958904@kg
2487787@109140@Live weight@@1.5@0@NA@2009-11-03@NA@NA@NA@NA@46@1402@3.841095890410959@kg
2487787@109140@Live weight@@1.223@0@NA@2022-10-29@NA@NA@NA@NA@201@6145@16.835616438356166@kg
2487787@109140@Live weight@@1.48@0@NA@2013-11-22@NA@NA@NA@NA@94@2882@7.895890410958904@kg
2487787@109140@Live weight@@1.5@0@NA@2010-06-03@NA@NA@NA@NA@53@1614@4.421917808219178@kg
2487787@109140@Live weight@@1.515@0@NA@2009-03-02@NA@NA@NA@NA@38@1156@3.1671232876712327@kg
2487787@109140@Live weight@@1.508@0@NA@2008-12-14@NA@NA@NA@NA@35@1078@2.9534246575342467@kg
2488281@114122@Live weight@@1.803@0@NA@2003-11-04@NA@NA@NA@NA@391@11908@32.62465753424657@kg
2488281@114122@Live weight@@1.9@0@NA@2013-09-25@NA@NA@NA@NA@509@15521@42.52328767123288@kg
2488281@114122@Live weight@@1.938@0@NA@2007-09-30@NA@NA@NA@NA@438@13334@36.53150684931507@kg
2488281@114122@Live weight@@1.818@0@NA@2016-03-29@NA@NA@NA@NA@540@16437@45.032876712328765@kg
2488281@114122@Live weight@@1.9@0@NA@2017-09-28@NA@NA@NA@NA@557@16985@46.534246575342465@kg
2488281@114122@Live weight@@1.999@0@NA@2017-09-07@NA@NA@NA@NA@557@16964@46.47671232876712@kg
2488281@114122@Live weight@@1.822@0@NA@2017-01-26@NA@NA@NA@NA@549@16740@45.863013698630134@kg
2489677@166555@Live weight@@1.353@0@NA@2009-04-25@NA@NA@NA@NA@119@3643@9.98082191780822@kg
2498974@86878@Live weight@@1.608@0@NA@2021-10-25@NA@NA@NA@NA@285@8698@23.83013698630137@kg
2498974@86878@Live weight@@1.584@0@NA@2019-10-07@NA@NA@NA@NA@261@7949@21.778082191780822@kg
2510850@122408@Live weight@@1.3@0@NA@1987-05-15@NA@NA@NA@NA@11@350@0.958904109589041@kg
2521203@114122@Live weight@@1.184@0@NA@2017-01-26@NA@NA@NA@NA@576@17554@48.09315068493151@kg
2521203@114122@Live weight@@1.335@0@NA@2011-09-05@NA@NA@NA@NA@512@15584@42.6958904109589@kg
2521203@114122@Live weight@@1.25@0@NA@2007-04-06@NA@NA@NA@NA@459@13971@38.276712328767125@kg
2521203@114122@Live weight@@1.206@0@NA@2016-04-03@NA@NA@NA@NA@566@17256@47.276712328767125@kg
2521203@114122@Live weight@@1.269@0@NA@2007-07-05@NA@NA@NA@NA@462@14061@38.52328767123288@kg
2528379@86878@Live weight@@1.107@0@NA@2019-10-07@NA@NA@NA@NA@285@8680@23.78082191780822@kg
2531016@120859@Live weight@@1.54@0@NA@1987-09-03@NA@NA@NA@NA@335@10205@27.958904109589042@kg
2545973@37243@Live weight@@1.144@0@NA@2021-03-21@NA@NA@NA@NA@81@2485@6.808219178082192@kg
2545973@37243@Live weight@@1.121@0@NA@2021-01-30@NA@NA@NA@NA@79@2435@6.671232876712328@kg
2553081@48819@Live weight@@0.452@0@NA@2019-10-22@NA@NA@NA@NA@21@659@1.8054794520547945@kg
2553081@48819@Live weight@@0.668@0@NA@2023-09-04@NA@NA@NA@NA@68@2072@5.676712328767123@kg
2559310@114907@Live weight@@1.417@0@NA@2004-06-01@NA@NA@NA@NA@1253@38137@104.48493150684932@kg
2562813@53012@Live weight@@1.644@0@NA@2009-09-18@NA@NA@NA@NA@425@12949@35.47671232876712@kg
2582593@44065@Live weight@@0.754@0@NA@2009-05-03@NA@NA@NA@NA@96@2924@8.01095890410959@kg
2587944@128899@Live weight@@0.165@0@NA@2021-10-14@NA@NA@NA@NA@27@835@2.287671232876712@kg
2595676@4407@Dead weight@Necropsy-CarcassWeight@0.783@0@NA@2018-02-01@NA@NA@NA@NA@73@2223@6.090410958904109@kg
2599885@108574@Live weight@@0.725@0@NA@2011-03-17@NA@NA@NA@NA@107@3272@8.964383561643835@kg
2638504@90434@Live weight@@1.5@0@NA@2019-02-04@NA@NA@NA@NA@162@4935@13.520547945205479@kg
2638504@90434@Live weight@@1.5@0@NA@2018-01-04@NA@NA@NA@NA@149@4539@12.435616438356165@kg
2645588@168807@Live weight@@1.323@0@NA@2023-03-01@NA@NA@NA@NA@82@2522@6.909589041095891@kg
2645588@168807@Live weight@@1.24@0@NA@2020-05-18@NA@NA@NA@NA@49@1505@4.123287671232877@kg
2645588@168807@Live weight@@1.259@0@NA@2016-05-08@NA@NA@NA@NA@1@34@0.09315068493150686@kg
2645588@168807@Live weight@@1.33@0@NA@2021-03-29@NA@NA@NA@NA@59@1820@4.986301369863014@kg
2645588@168807@Live weight@@1.39@0@NA@2019-11-12@NA@NA@NA@NA@43@1317@3.6082191780821917@kg
2645588@168807@Live weight@@1.283@0@NA@2020-08-31@NA@NA@NA@NA@52@1610@4.410958904109589@kg
2645588@168807@Live weight@@1.323@0@NA@2019-02-26@NA@NA@NA@NA@34@1058@2.8986301369863012@kg
2645588@168807@Live weight@@1.295@0@NA@2017-05-03@NA@NA@NA@NA@12@394@1.0794520547945206@kg
2645588@168807@Live weight@@1.308@0@NA@2018-12-10@NA@NA@NA@NA@32@980@2.684931506849315@kg
2645588@168807@Live weight@@1.295@0@NA@2020-09-14@NA@NA@NA@NA@53@1624@4.449315068493151@kg
2645588@168807@Live weight@@1.341@0@NA@2023-02-13@NA@NA@NA@NA@82@2506@6.865753424657535@kg
2645588@168807@Live weight@@1.351@0@NA@2019-03-29@NA@NA@NA@NA@35@1089@2.9835616438356163@kg
2645588@168807@Live weight@@1.328@0@NA@2021-01-19@NA@NA@NA@NA@57@1751@4.7972602739726025@kg
2645588@168807@Live weight@@1.267@0@NA@2020-05-25@NA@NA@NA@NA@49@1512@4.142465753424657@kg
2662125@114907@Live weight@@1.557@0@NA@1996-11-09@NA@NA@NA@NA@306@9333@25.56986301369863@kg
2684248@122408@Live weight@@0.919@0@NA@2006-04-17@NA@NA@NA@NA@96@2936@8.043835616438356@kg
2687023@56894@Live weight@@0.069@0@NA@2004-11-12@NA@NA@NA@NA@6@195@0.5342465753424658@kg
2693724@165187@Live weight@@0.735@0@NA@2022-03-01@NA@NA@NA@NA@446@13573@37.18630136986302@kg
2693724@165187@Live weight@@0.75@0@NA@2022-05-18@NA@NA@NA@NA@448@13651@37.4@kg
2693724@165187@Live weight@@0.75@0@NA@2022-02-01@NA@NA@NA@NA@445@13545@37.10958904109589@kg
2710368@153383@Live weight@@0.6@0@NA@2014-09-08@NA@NA@NA@NA@44@1346@3.6876712328767125@kg
2711080@127047@Live weight@@0.968@0@NA@2023-05-28@NA@NA@NA@NA@76@2338@6.405479452054794@kg
2711123@137182@Live weight@@1.085@0@NA@2017-03-07@NA@NA@NA@NA@86@2622@7.183561643835616@kg
2733711@162977@Live weight@@1.15@0@NA@2013-03-20@NA@NA@NA@NA@158@4827@13.224657534246575@kg
2733711@162977@Live weight@@1.51@0@NA@2018-02-16@NA@NA@NA@NA@217@6621@18.13972602739726@kg
2733711@162977@Live weight@@1.389@0@NA@2017-05-06@NA@NA@NA@NA@208@6335@17.356164383561644@kg
2733711@162977@Live weight@@1.48@0@NA@2017-06-13@NA@NA@NA@NA@209@6373@17.46027397260274@kg
2733711@162977@Live weight@@1.5@0@NA@2019-04-01@NA@NA@NA@NA@231@7030@19.26027397260274@kg
2733990@4407@Live weight@@0.623@0@NA@2018-01-25@NA@NA@NA@NA@72@2216@6.071232876712329@kg
2733990@4407@Live weight@@0.67@0@NA@2018-02-01@NA@NA@NA@NA@73@2223@6.090410958904109@kg
2738766@168670@Live weight@@0.443@0@NA@2020-09-02@NA@NA@NA@NA@16@490@1.3424657534246576@kg
2738766@168670@Live weight@@0.371@0@NA@2020-03-03@NA@NA@NA@NA@10@307@0.8410958904109589@kg
2738766@168670@Live weight@@0.409@0@NA@2020-04-14@NA@NA@NA@NA@11@349@0.9561643835616438@kg
2738766@168670@Live weight@@0.401@0@NA@2019-12-12@NA@NA@NA@NA@7@225@0.6164383561643836@kg
2738766@168670@Live weight@@0.38@0@NA@2020-03-17@NA@NA@NA@NA@10@321@0.8794520547945206@kg
2738766@168670@Live weight@@0.39@0@NA@2021-01-19@NA@NA@NA@NA@20@629@1.7232876712328766@kg
2738766@168670@Live weight@@0.441@0@NA@2020-08-12@NA@NA@NA@NA@15@469@1.284931506849315@kg
2745495@102642@Live weight@@0.686@0@NA@2022-09-20@NA@NA@NA@NA@87@2654@7.271232876712329@kg
2745495@102642@Live weight@@0.599@0@NA@2022-03-22@NA@NA@NA@NA@81@2472@6.772602739726027@kg
2745495@102642@Live weight@@0.638@0@NA@2021-08-19@NA@NA@NA@NA@74@2257@6.183561643835616@kg
2745495@102642@Live weight@@0.581@0@NA@2022-03-17@NA@NA@NA@NA@81@2467@6.758904109589041@kg
2745495@102642@Live weight@@0.685@0@NA@2022-08-03@NA@NA@NA@NA@85@2606@7.13972602739726@kg
2776338@108574@Live weight@@0.249@0@NA@2005-04-08@NA@NA@NA@NA@36@1103@3.021917808219178@kg
2776338@108574@Live weight@@1.106@0@NA@2019-06-09@NA@NA@NA@NA@206@6278@17.2@kg
2778904@86878@Live weight@@1.061@0@NA@2021-10-25@NA@NA@NA@NA@267@8129@22.27123287671233@kg
2789282@15939@Live weight@@0.036@0@NA@2022-01-04@NA@NA@NA@NA@2@86@0.2356164383561644@kg
2789282@15939@Live weight@@0.093@0@NA@2023-05-11@NA@NA@NA@NA@19@578@1.5835616438356164@kg
2793367@138725@Live weight@@1.35@0@NA@2022-08-28@NA@NA@NA@NA@206@6283@17.213698630136985@kg
2793367@138725@Live weight@@1.3@0@NA@2019-09-04@NA@NA@NA@NA@170@5194@14.23013698630137@kg
2793367@138725@Live weight@@1.31@0@NA@2022-09-13@NA@NA@NA@NA@206@6299@17.257534246575343@kg
2793367@138725@Live weight@@1.41@0@NA@2020-11-25@NA@NA@NA@NA@185@5642@15.457534246575342@kg
2793367@138725@Live weight@@1.37@0@NA@2022-04-27@NA@NA@NA@NA@202@6160@16.876712328767123@kg
2793367@138725@Live weight@@1.26@0@NA@2021-12-05@NA@NA@NA@NA@197@6017@16.484931506849314@kg
2793367@138725@Live weight@@1.313@0@NA@2020-12-23@NA@NA@NA@NA@186@5670@15.534246575342467@kg
2793367@138725@Live weight@@1.43@0@NA@2021-06-13@NA@NA@NA@NA@191@5842@16.005479452054793@kg
2793367@138725@Live weight@@1.11@0@NA@2018-12-06@NA@NA@NA@NA@161@4922@13.484931506849316@kg
2793578@11523@Live weight@@1.042@0@NA@2006-02-02@NA@NA@NA@NA@119@3626@9.934246575342465@kg
2793578@11523@Live weight@@0.994@0@NA@2003-11-20@NA@NA@NA@NA@92@2821@7.728767123287671@kg
2793578@11523@Live weight@@1.007@0@NA@2005-09-27@NA@NA@NA@NA@114@3498@9.583561643835617@kg
2793600@122408@Live weight@@0.833@0@NA@2006-04-17@NA@NA@NA@NA@359@10940@29.972602739726028@kg
2812151@137182@Dead weight@@0.975@0@NA@2017-02-14@NA@NA@NA@NA@85@2601@7.126027397260274@kg
2816483@46745@Live weight@@2.886@0@NA@2014-12-22@NA@NA@NA@NA@419@12774@34.9972602739726@kg
2816483@46745@Live weight@@2.777@0@NA@2016-02-22@NA@NA@NA@NA@433@13201@36.16712328767123@kg
2816483@46745@Live weight@@2.865@0@NA@2015-02-22@NA@NA@NA@NA@421@12836@35.16712328767123@kg
2816483@46745@Live weight@@2.915@0@NA@2014-11-22@NA@NA@NA@NA@418@12744@34.915068493150685@kg
2816483@46745@Live weight@@2.842@0@NA@2012-11-22@NA@NA@NA@NA@394@12014@32.915068493150685@kg
2816483@46745@Live weight@@2.798@0@NA@2012-12-22@NA@NA@NA@NA@395@12044@32.9972602739726@kg
2855755@108574@Live weight@@0.926@0@NA@2007-01-08@NA@NA@NA@NA@144@4390@12.027397260273972@kg
2855755@11523@Live weight@@0.904@0@NA@2002-08-28@NA@NA@NA@NA@91@2796@7.66027397260274@kg
2855755@11523@Live weight@@0.942@0@NA@2001-07-30@NA@NA@NA@NA@78@2402@6.580821917808219@kg
2859442@34263@Live weight@@1.32@0@NA@2011-03-20@NA@NA@NA@NA@74@2269@6.2164383561643834@kg
2860294@128899@Live weight@@0.986@0@NA@2019-08-14@NA@NA@NA@NA@157@4808@13.172602739726027@kg
2867633@138725@Live weight@@1.5@0@NA@2006-02-03@NA@NA@NA@NA@277@8434@23.106849315068494@kg
2867633@138725@Live weight@@1.45@0@NA@2004-12-15@NA@NA@NA@NA@263@8019@21.96986301369863@kg
2867633@138725@Live weight@@1.35@0@NA@2004-08-22@NA@NA@NA@NA@259@7904@21.654794520547945@kg
2890213@76646@Live weight@@0.22@0@NA@2011-05-18@NA@NA@NA@NA@69@2116@5.7972602739726025@kg
2890213@76646@Live weight@@0.389@0@NA@2012-09-20@NA@NA@NA@NA@85@2607@7.142465753424657@kg
2890213@76646@Live weight@@0.633@0@NA@2017-11-06@NA@NA@NA@NA@147@4480@12.273972602739725@kg
2890213@76646@Live weight@@0.218@0@NA@2012-03-20@NA@NA@NA@NA@79@2423@6.638356164383562@kg
2890213@76646@Live weight@@0.63@0@NA@2016-08-24@NA@NA@NA@NA@132@4041@11.07123287671233@kg
2891087@123651@Live weight@@0.748@0@NA@2018-10-04@NA@NA@NA@NA@9@276@0.7561643835616438@kg
2891087@123651@Live weight@@0.954@0@NA@2020-10-02@NA@NA@NA@NA@33@1005@2.7534246575342465@kg
2912647@87169@Live weight@@0.909@0@NA@2015-05-12@NA@NA@NA@NA@166@5063@13.871232876712329@kg
2934829@44462@Live weight@@1.44@0@NA@1997-02-23@NA@NA@NA@NA@46@1405@3.8493150684931505@kg
2934829@44462@Live weight@@0.42@0@NA@1998-01-01@NA@NA@NA@NA@56@1717@4.704109589041096@kg
2943567@168670@Live weight@@0.48@0@NA@2020-06-09@NA@NA@NA@NA@13@405@1.1095890410958904@kg
2943567@168670@Live weight@@0.354@0@NA@2020-12-11@NA@NA@NA@NA@19@590@1.6164383561643836@kg
2948620@122408@Live weight@@1.92@0@NA@1994-04-07@NA@NA@NA@NA@92@2823@7.734246575342466@kg
2948620@122408@Live weight@@1.65@0@NA@1988-10-20@NA@NA@NA@NA@27@828@2.2684931506849315@kg
2951111@23814@Live weight@@2.035@0@NA@1993-08-30@NA@NA@NA@NA@5@161@0.4410958904109589@kg
2951111@23814@Live weight@@1.688@0@NA@1996-02-11@NA@NA@NA@NA@34@1056@2.893150684931507@kg
2964707@48819@Live weight@@0.582@0@NA@2019-10-01@NA@NA@NA@NA@21@638@1.747945205479452@kg
2965866@9164@Live weight@@1.057@0@NA@2023-09-24@NA@NA@NA@NA@170@5197@14.238356164383562@kg
2969622@153383@Live weight@@0.38@0@NA@2014-09-08@NA@NA@NA@NA@32@981@2.6876712328767125@kg
3002603@16406@Live weight@@1.1@0@NA@2022-11-28@NA@NA@NA@NA@269@8215@22.506849315068493@kg
3014710@150011@Live weight@@1.125@0@NA@2021-07-02@NA@NA@NA@NA@152@4625@12.67123287671233@kg
3017983@78043@Live weight@@0.935@0@NA@2023-05-11@NA@NA@NA@NA@275@8379@22.956164383561642@kg
3017983@78043@Live weight@@0.84@0@NA@2021-03-19@NA@NA@NA@NA@249@7596@20.81095890410959@kg
3017983@78043@Live weight@@0.85@0@NA@2014-12-03@NA@NA@NA@NA@174@5298@14.515068493150684@kg
3017983@78043@Live weight@@0.72@0@NA@2007-09-25@NA@NA@NA@NA@87@2672@7.32054794520548@kg
3017983@78043@Live weight@@0.91@0@NA@2022-10-24@NA@NA@NA@NA@268@8180@22.410958904109588@kg
3022711@122408@Live weight@@0.89@0@NA@1994-04-07@NA@NA@NA@NA@94@2869@7.86027397260274@kg
3022711@122408@Live weight@@0.91@0@NA@2006-04-17@NA@NA@NA@NA@238@7262@19.895890410958906@kg
3022711@122408@Live weight@@0.9@0@NA@1987-03-22@NA@NA@NA@NA@9@296@0.810958904109589@kg
3027744@139396@Live weight@@0.724@0@NA@2010-08-10@NA@NA@NA@NA@142@4329@11.860273972602739@kg
