AnimalAnonID@ParentOriginType@ParentType@ParentTypeID@ParentAnonID@Probability@OffspringCollectionScopeType@ParentCollectionScopeType
42012@Non-ZIMS@Parentage_Dam@1470008@-157858@100@Global@
67991@Non-ZIMS@Parentage_Dam@1470008@-215619@100@Global@
76433@Non-ZIMS@Parentage_Dam@1470008@-2264791@100@Global@
101185@Non-ZIMS@Parentage_Dam@1470008@-1466377@100@Global@
133155@Non-ZIMS@Parentage_Dam@1470008@-1040641@100@Global@
155113@Non-ZIMS@Parentage_Dam@1470008@-1188381@100@Global@
163758@ZIMS@Parentage_Dam@1470008@3679257@100@Global@Global
189087@Non-ZIMS@Parentage_Dam@1470008@-445911@100@Global@
239363@ZIMS@Parentage_Dam@1470008@4224544@100@Global@Global
254158@ZIMS@Parentage_Dam@1470008@2254959@100@Global@Global
255975@Non-ZIMS@Parentage_Dam@1470008@-1168495@100@Global@
327553@Non-ZIMS@Parentage_Dam@1470008@-1024175@100@Global@
370726@Non-ZIMS@Parentage_Dam@1470008@-283016@100@Global@
383230@Non-ZIMS@Parentage_Dam@1470008@-1436203@100@Global@
438716@Non-ZIMS@Parentage_Dam@1470008@-1042044@100@Global@
483538@Non-ZIMS@Parentage_Dam@1470008@-266561@100@Global@
508503@Non-ZIMS@Parentage_Dam@1470008@-500400@100@Global@
515866@Non-ZIMS@Parentage_Dam@1470008@-111381@100@Global@
605058@Non-ZIMS@Parentage_Dam@1470008@-2150283@100@Global@
614070@Non-ZIMS@Parentage_Dam@1470008@-469241@100@Global@
623769@Non-ZIMS@Parentage_Dam@1470008@-1976450@100@Global@
648271@Non-ZIMS@Parentage_Dam@1470008@-1557159@100@Global@
693126@Non-ZIMS@Parentage_Dam@1470008@-1918818@100@Global@
706596@Non-ZIMS@Parentage_Dam@1470008@-1661059@100@Global@
728420@ZIMS@Parentage_Dam@1470008@2936463@99@Global@Global
761851@Non-ZIMS@Parentage_Dam@1470008@-430624@100@Global@
853268@Non-ZIMS@Parentage_Dam@1470008@-2266854@100@Global@
863010@Non-ZIMS@Parentage_Dam@1470008@-1392602@100@Global@
866731@Non-ZIMS@Parentage_Dam@1470008@-2353121@100@Global@
868246@Non-ZIMS@Parentage_Dam@1470008@-2095035@100@Global@
893682@Non-ZIMS@Parentage_Dam@1470008@-714502@100@Global@
904524@Non-ZIMS@Parentage_Dam@1470008@-2327777@100@Global@
