"Class";"Species";"Sex";"NRaw";"NDate";"NGlobal";"NBirthType";"NUncertBirth";"NAlive";"FirstDate";"MaxAgeRaw";"ExtractDate"
"Reptilia";"Testudo hermanni";"All";"5082";"4216";"4216";"1635";"1443";"0";"1950-01-01";"68,7748117727584";NA
