AnimalAnonID@RecordingInstitution@CollectionNameLocal@CollectionNameEnglish@CollectionType@ScopeType@ChangeDate
1114622@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2003-07-30
3032764@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1988-09-07
1363507@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-09-30
1108737@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1996-09-15
2460927@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2002-09-08
1584123@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-09-30
1352003@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1996-09-15
735068@41678@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-09-09
4597894@43369@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2022-03-30
3106537@43900@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2016-03-29
4325390@44065@Zootierbestand (Schau- und Zuchttiere)@Zootierbestand (Schau- und Zuchttiere)@Main Collection@Global@2000-01-01
2582593@44065@Fund- und Wildtiere@Fund- und Wildtiere@Rescue/Rehabilitation@Global@2008-07-10
737040@44462@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1997-09-03
733872@44462@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-08-10
1920580@44689@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2018-01-01
4695346@46137@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2018-04-02
4500771@46137@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2018-04-02
2716605@46745@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-04-30
1008793@46745@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-09-01
3526956@46745@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1998-06-05
2558722@46754@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1990-02-15
1606446@47493@Primary Animal Collection@Primary Animal Collection@Main Collection@Global@2012-07-01
3415928@47761@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2016-06-15
2565940@47761@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2017-04-05
2150223@47761@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-04-24
292765@47761@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2001-01-01
3640494@48819@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1988-08-23
3833437@48819@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1989-07-22
1091492@48819@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2002-08-10
2990874@3217@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2005-01-01
493435@3217@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2005-01-01
224387@3217@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2005-01-01
4546411@3953@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2022-08-07
2116312@4407@Rescue/Rehabilitation Collection@Rescue/Rehabilitation Collection@Rescue/Rehabilitation@Global@2017-04-13
4136296@4407@Rescue/Rehabilitation Collection@Rescue/Rehabilitation Collection@Rescue/Rehabilitation@Global@2017-04-13
4710803@4407@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2022-07-27
515866@4424@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2004-07-04
4293676@6365@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2014-09-17
3354161@6365@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2013-05-15
273613@7540@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2018-06-08
3379904@8175@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1974-07-20
2231367@8175@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1978-01-01
4323180@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1989-02-27
1435301@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1994-11-23
2635933@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1978-01-01
23745@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1995-07-09
1505014@8383@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1994-07-08
1988900@9164@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@2012-11-15
2305777@11523@Main Institution Animal Collection@Main Institution Animal Collection@Main Collection@Global@1999-02-25
