AnimalAnonID@RecordingInstitution@MeasurementType@RecordType@WeightValueKg@EstimatedMeasurement@ExcludededFromNorms@MeasurementDate@MeasurementDateEstimateType@MeasurementDateEstimateStart@MeasurementDateEstimateEnd@CollectionScopeType@AnimalAgeMonths@AnimalAgeDays
396639@48819@Live weight@@0.768@0@NA@2019-10-22@@@@NA@21@659
407289@138725@Live weight@@1.95@0@NA@2009-06-07@@@@NA@737@22438
407289@138725@Live weight@@2@0@NA@2009-10-26@@@@NA@741@22579
407289@138725@Live weight@@1.975@0@NA@2009-08-14@@@@NA@739@22506
407289@138725@Live weight@@1.9@0@NA@2009-04-24@@@@NA@735@22394
407289@138725@Live weight@@1.975@0@NA@2009-03-26@@@@NA@734@22365
407289@138725@Live weight@@1.9@0@NA@2006-05-30@@@@NA@700@21334
663951@78043@Live weight@@0.78@0@NA@2022-08-31@@@@NA@211@6451
663951@78043@Live weight@@0.8@0@NA@2023-09-11@@@@NA@224@6827
168491@33954@Live weight@@1.3@0@NA@2005-04-21@@@@NA@72@2194
178403@23814@Live weight@@1.95@0@NA@1991-08-12@@@@NA@14@447
178403@23814@Live weight@@1.04@0@NA@1992-06-20@@@@NA@24@760
178403@23814@Live weight@@1.909@0@NA@1991-01-24@@@@NA@8@247
178403@23814@Live weight@@1.931@0@NA@1992-02-27@@@@NA@21@646
180158@120859@Live weight@@1.3@0@NA@1987-08-03@@@@NA@302@9200
141328@165198@Live weight@@1150@0@NA@1987-11-11@@@@NA@46@1410
148277@71089@Live weight@@1.523@0@NA@2020-01-03@@@@NA@520@15829
148277@71089@Live weight@@1.527@0@NA@2019-11-01@@@@NA@518@15766
86518@90434@Live weight@@1.83@0@NA@2019-05-17@@@@NA@491@14960
86518@90434@Live weight@@1.89@0@NA@2019-02-04@@@@NA@488@14858
86518@90434@Live weight@@1.83@0@NA@2019-04-17@@@@NA@490@14930
86518@90434@Live weight@@1.997@0@NA@2017-10-10@@@@NA@472@14376
1158510@34263@Live weight@@0.36@0@NA@2011-10-10@@@@NA@75@2308
1158510@34263@Live weight@@0.39@0@NA@2011-04-01@@@@NA@69@2116
1158510@34263@Live weight@@0.368@0@NA@2011-09-30@@@@NA@75@2298
1167030@120923@Live weight@@0.555@0@NA@1994-02-24@@@@NA@8@252
1167030@120923@Live weight@@1.01@0@NA@1995-10-10@@@@NA@27@845
420864@104105@Live weight@@0.339@0@NA@2017-06-01@@@@NA@NA@NA
422279@122408@Dead weight@@0.814@0@NA@2006-07-01@@@@NA@81@2471
422418@50932@Live weight@@0.225@0@NA@2021-07-15@@@@NA@70@2159
693974@122408@Live weight@@0.95@0@NA@1987-08-02@@@@NA@10@316
191513@114122@Live weight@@1.173@0@NA@2008-10-10@@@@NA@375@11421
191513@114122@Live weight@@1.182@0@NA@2011-07-03@@@@NA@407@12417
191513@114122@Live weight@@1.113@0@NA@2016-10-29@@@@NA@471@14362
158758@169853@Live weight@@0.93@0@NA@2021-04-05@@@@NA@48@1472
178403@23814@Live weight@@1.807@0@NA@1996-03-05@@@@NA@69@2114
178403@23814@Live weight@@2@0@NA@1996-10-08@@@@NA@76@2331
178403@23814@Live weight@@1.95@0@NA@1996-05-01@@@@NA@71@2171
178403@23814@Live weight@@1.746@0@NA@1996-04-20@@@@NA@70@2160
178403@23814@Live weight@@2@0@NA@1997-04-17@@@@NA@82@2522
178403@23814@Live weight@@1.894@0@NA@1994-03-23@@@@NA@46@1401
178403@23814@Live weight@@1.916@0@NA@1994-01-17@@@@NA@43@1336
178403@23814@Live weight@@2.05@0@NA@1994-11-23@@@@NA@54@1646
180158@120859@Live weight@@1.38@0@NA@1990-04-08@@@@NA@334@10179
106708@165187@Live weight@@0.988@0@NA@2018-04-03@@@@NA@80@2437
106708@165187@Live weight@@1.07@0@NA@2021-08-27@@@@NA@120@3679
106708@165187@Live weight@Prescription-Weight@1.12@0@NA@2020-10-12@@@@NA@110@3360
106708@165187@Live weight@@1.08@0@NA@2021-09-16@@@@NA@121@3699
106708@165187@Live weight@@1.195@0@NA@2022-03-01@@@@NA@127@3865
1174779@11523@Live weight@@0.912@0@NA@2002-12-02@@@@NA@81@2468
1174779@11523@Live weight@@0.52@0@NA@2000-10-03@@@@NA@55@1678
1174779@108574@Live weight@@1.159@0@NA@2007-01-08@@@@NA@130@3966
1174779@108574@Live weight@@1.17@0@NA@2007-09-09@@@@NA@138@4210
1174779@108574@Live weight@@1.12@0@NA@2010-05-19@@@@NA@170@5193
1174779@108574@Live weight@@1.2@0@NA@2009-11-25@@@@NA@164@5018
1174779@11523@Live weight@@0.452@0@NA@2000-04-14@@@@NA@49@1506
719370@53055@Live weight@@1.141@0@NA@2015-05-13@@@@NA@128@3923
719604@15939@Live weight@@1@0@NA@2021-06-30@@@@NA@41@1276
719604@15939@Live weight@@1@0@NA@2021-05-10@@@@NA@40@1225
719604@15939@Live weight@@0.91@0@NA@2020-11-09@@@@NA@34@1043
719604@15939@Live weight@@1.005@0@NA@2021-03-09@@@@NA@38@1163
719604@15939@Live weight@@1.105@0@NA@2021-03-18@@@@NA@38@1172
725221@168670@Live weight@@0.638@0@NA@2020-02-17@@@@NA@9@292
725221@168670@Live weight@@0.725@0@NA@2020-08-18@@@@NA@15@475
725221@168670@Live weight@@0.733@0@NA@2020-08-12@@@@NA@15@469
725221@168670@Live weight@@0.761@0@NA@2020-06-09@@@@NA@13@405
725221@168670@Live weight@@0.665@0@NA@2020-03-17@@@@NA@10@321
725221@168670@Live weight@@0.739@0@NA@2020-07-07@@@@NA@14@433
191513@114122@Dead weight@Necropsy-CarcassWeight@0.966@0@NA@2017-05-04@@@@NA@478@14549
191513@114122@Live weight@@1.079@0@NA@2016-01-09@@@@NA@462@14068
191513@114122@Live weight@@1.212@0@NA@2009-09-09@@@@NA@386@11755
191513@114122@Live weight@@1.199@0@NA@2011-09-05@@@@NA@410@12481
191513@114122@Live weight@@1.205@0@NA@2016-08-20@@@@NA@469@14292
191513@114122@Live weight@@1.081@0@NA@2010-03-18@@@@NA@392@11945
191513@114122@Live weight@@1.113@0@NA@2003-11-04@@@@NA@316@9619
203511@165198@Live weight@@900@0@NA@1987-11-11@@@@NA@46@1410
730005@122408@Live weight@@1.15@0@NA@1986-10-31@@@@NA@5@154
730005@122408@Live weight@@1.3@0@NA@1987-08-30@@@@NA@15@457
730005@122408@Live weight@@1.45@0@NA@1988-05-14@@@@NA@23@715
733872@48258@Live weight@@0.753@0@NA@2023-10-13@@@@NA@134@4081
733872@48258@Live weight@@0.389@0@NA@2019-08-10@@@@NA@84@2556
237562@23814@Live weight@@2.4@0@NA@1995-04-08@@@@NA@238@7251
455417@109140@Live weight@@1.075@0@NA@2009-04-07@@@@NA@51@1557
455417@109140@Live weight@@1.005@0@NA@2009-02-02@@@@NA@49@1493
455417@109140@Live weight@@1.03@0@NA@2008-12-29@@@@NA@47@1458
455417@109140@Live weight@@1.093@0@NA@2012-01-10@@@@NA@84@2565
455417@109140@Live weight@@1.085@0@NA@2008-03-24@@@@NA@38@1178
455417@109140@Live weight@@1.662@0@NA@2019-02-01@@@@NA@169@5144
455417@109140@Live weight@@1.2@0@NA@2012-10-03@@@@NA@93@2832
455417@109140@Live weight@@1.165@0@NA@2011-07-30@@@@NA@78@2401
455417@109140@Live weight@@2.406@0@NA@2014-10-27@@@@NA@117@3586
455417@109140@Live weight@@1.1@0@NA@2008-09-29@@@@NA@44@1367
464580@108112@Live weight@@0.0355@0@NA@1997-01-01@@@@NA@4@138
750779@169559@Live weight@@0.885@0@NA@2006-10-02@@@@NA@148@4506
751973@153383@Live weight@@0.0408@0@NA@2014-09-08@@@@NA@8@250
761992@82162@Live weight@@1.39@0@NA@2015-04-28@@@@NA@129@3951
761992@82162@Live weight@@1.443@0@NA@2018-09-17@@@@NA@170@5189
761992@82162@Live weight@@1.535@0@NA@2021-08-24@@@@NA@205@6261
761992@82162@Live weight@@1.524@0@NA@2019-01-15@@@@NA@174@5309
761992@82162@Live weight@@1.557@0@NA@2020-03-17@@@@NA@188@5736
761992@82162@Live weight@@1.085@0@NA@2018-08-20@@@@NA@169@5161
761992@82162@Live weight@@1.56@0@NA@2020-02-10@@@@NA@187@5700
761992@82162@Live weight@@1.478@0@NA@2020-08-18@@@@NA@193@5890
761992@82162@Live weight@@1.47@0@NA@2013-03-02@@@@NA@103@3164
761992@82162@Live weight@@1.443@0@NA@2018-11-05@@@@NA@172@5238
761992@82162@Live weight@@1.42@0@NA@2014-06-17@@@@NA@119@3636
761992@82162@Live weight@@1.42@0@NA@2011-10-11@@@@NA@87@2656
761992@82162@Live weight@@1.482@0@NA@2021-07-20@@@@NA@204@6226
761992@82162@Live weight@@1.521@0@NA@2019-10-28@@@@NA@183@5595
761992@82162@Live weight@@1.564@0@NA@2021-03-02@@@@NA@199@6086
761992@82162@Live weight@@1.36@0@NA@2010-06-08@@@@NA@71@2166
761992@82162@Live weight@@1.41@0@NA@2012-05-23@@@@NA@94@2881
761992@82162@Live weight@@1.5@0@NA@2019-11-18@@@@NA@184@5616
761992@82162@Live weight@@1.545@0@NA@2020-07-28@@@@NA@192@5869
761992@82162@Live weight@@1.486@0@NA@2021-08-10@@@@NA@205@6247
761992@82162@Live weight@@1.514@0@NA@2020-09-15@@@@NA@194@5918
761992@82162@Live weight@@1.41@0@NA@2012-02-01@@@@NA@90@2769
761992@82162@Live weight@@1.555@0@NA@2020-04-01@@@@NA@188@5751
761992@82162@Live weight@@1.54@0@NA@2022-02-01@@@@NA@210@6422
761992@82162@Live weight@@1.46@0@NA@2011-05-19@@@@NA@82@2511
761992@82162@Live weight@@1.47@0@NA@2018-07-06@@@@NA@168@5116
761992@82162@Live weight@@1.502@0@NA@2019-04-29@@@@NA@177@5413
761992@82162@Live weight@@1.468@0@NA@2018-11-12@@@@NA@172@5245
761992@82162@Live weight@@1.475@0@NA@2018-10-15@@@@NA@171@5217
761992@82162@Live weight@@1.474@0@NA@2021-08-17@@@@NA@205@6254
761992@82162@Live weight@@1.55@0@NA@2020-02-18@@@@NA@187@5708
761992@82162@Live weight@@1.49@0@NA@2017-06-23@@@@NA@155@4738
148277@71089@Live weight@@1.549@0@NA@2020-03-03@@@@NA@522@15889
151611@150898@Live weight@@0.21@0@NA@2004-06-21@@@@NA@82@2504
260352@138725@Live weight@@1.12@0@NA@2021-03-03@@@@NA@116@3549
260352@138725@Live weight@@0.423@0@NA@2016-11-27@@@@NA@65@1992
260352@138725@Live weight@@1.151@0@NA@2020-07-13@@@@NA@108@3316
260352@138725@Live weight@@0.534@0@NA@2017-07-18@@@@NA@73@2225
260352@138725@Live weight@@0.93@0@NA@2019-12-02@@@@NA@101@3092
260352@138725@Live weight@@0.67@0@NA@2019-09-11@@@@NA@98@3010
260352@138725@Live weight@@1.22@0@NA@2022-11-17@@@@NA@137@4173
260352@138725@Live weight@@1.25@0@NA@2021-06-13@@@@NA@119@3651
260352@138725@Live weight@@1.09@0@NA@2021-01-20@@@@NA@115@3507
260352@138725@Live weight@@1.01@0@NA@2021-03-09@@@@NA@116@3555
260352@138725@Live weight@@0.96@0@NA@2021-02-03@@@@NA@115@3521
260352@138725@Live weight@@0.393@0@NA@2016-10-12@@@@NA@63@1946
260352@138725@Live weight@@0.92@0@NA@2019-12-09@@@@NA@101@3099
260352@138725@Live weight@@1.21@0@NA@2021-05-09@@@@NA@118@3616
260352@138725@Live weight@@0.99@0@NA@2021-02-24@@@@NA@116@3542
260352@138725@Live weight@@1.14@0@NA@2021-04-07@@@@NA@117@3584
260352@138725@Live weight@@0.88@0@NA@2020-01-06@@@@NA@102@3127
260352@138725@Live weight@@1.111@0@NA@2020-12-23@@@@NA@114@3479
475586@68537@Live weight@@0.348@0@NA@2021-09-01@@@@NA@338@10309
475586@68537@Live weight@@1.833@0@NA@2017-01-04@@@@NA@282@8608
475586@68537@Live weight@@1.695@0@NA@2012-01-11@@@@NA@223@6788
475586@68537@Live weight@@1.815@0@NA@2020-03-05@@@@NA@320@9764
475586@68537@Live weight@@1.477@0@NA@2006-04-13@@@@NA@154@4689
475586@68537@Live weight@@1.526@0@NA@2008-06-24@@@@NA@180@5492
475586@68537@Live weight@@1.799@0@NA@2019-12-24@@@@NA@318@9692
475586@68537@Live weight@@1.708@0@NA@2014-02-05@@@@NA@247@7544
475586@68537@Live weight@@1.402@0@NA@2008-01-02@@@@NA@174@5318
475586@68537@Live weight@@1.726@0@NA@2016-07-06@@@@NA@276@8426
475586@68537@Live weight@@1.729@0@NA@2014-06-11@@@@NA@252@7670
475586@68537@Live weight@@1.902@0@NA@2018-11-28@@@@NA@305@9301
475586@68537@Live weight@@1.548@0@NA@2006-12-12@@@@NA@162@4932
475586@68537@Live weight@@1.682@0@NA@2015-12-09@@@@NA@269@8216
475586@68537@Live weight@@1.707@0@NA@2019-05-29@@@@NA@311@9483
475586@68537@Live weight@@1.684@0@NA@2013-07-11@@@@NA@241@7335
475586@68537@Live weight@@1.834@0@NA@2019-09-05@@@@NA@314@9582
475586@68537@Live weight@@1.773@0@NA@2020-06-10@@@@NA@323@9861
475586@68537@Live weight@@1.4@0@NA@2004-11-26@@@@NA@137@4186
475586@68537@Live weight@@1.794@0@NA@2019-08-07@@@@NA@313@9553
475586@68537@Live weight@@1.783@0@NA@2018-07-04@@@@NA@300@9154
475586@68537@Live weight@@1.882@0@NA@2020-07-09@@@@NA@324@9890
479966@112866@Live weight@@3.95@0@NA@2020-11-12@@@@NA@365@11122
484348@115890@Live weight@@0.0015@0@NA@2013-03-20@@@@NA@151@4595
487165@168670@Live weight@@0.453@0@NA@2021-12-23@@@@NA@31@967
237562@23814@Live weight@@2.218@0@NA@1996-02-18@@@@NA@248@7567
1218654@10512@Live weight@@0.662@0@NA@2022-07-08@@@@NA@58@1779
1220496@46745@Live weight@@2.594@0@NA@2018-12-27@@@@NA@563@17162
1220496@46745@Live weight@@2.696@0@NA@2014-12-22@@@@NA@515@15696
1220496@46745@Live weight@@2.586@0@NA@2015-11-23@@@@NA@526@16032
1220496@46745@Live weight@@2.824@0@NA@2016-05-24@@@@NA@532@16215
1225288@120859@Live weight@@1.83@0@NA@1989-05-08@@@@NA@343@10453
491785@34263@Live weight@@0.916@0@NA@2012-04-04@@@@NA@168@5118
178403@23814@Live weight@@1.9@0@NA@1997-01-11@@@@NA@79@2426
178403@23814@Live weight@@1.834@0@NA@1993-02-10@@@@NA@32@995
178403@23814@Live weight@@2.05@0@NA@1996-06-23@@@@NA@73@2224
178403@23814@Live weight@@1.822@0@NA@1996-02-18@@@@NA@68@2098
178403@23814@Live weight@@1.838@0@NA@1996-01-07@@@@NA@67@2056
178403@23814@Live weight@@1.927@0@NA@1993-12-21@@@@NA@42@1309
180158@120859@Live weight@@1.31@0@NA@1987-09-03@@@@NA@303@9231
271013@78043@Live weight@@3.055@0@NA@2020-07-01@@@@NA@204@6226
272770@35726@Live weight@@1@0@NA@2004-09-20@@@@NA@200@6107
272770@35726@Live weight@@0.95@0@NA@2003-07-11@@@@NA@186@5670
280096@114907@Live weight@@0.07@0@NA@1998-03-24@@@@NA@5@163
285429@120782@Live weight@@0.816@0@NA@2022-03-25@@@@NA@128@3919
285429@120782@Live weight@@0.85@0@NA@2023-06-23@@@@NA@143@4374
285429@120782@Live weight@@0.832@0@NA@2022-12-24@@@@NA@137@4193
285429@120782@Live weight@@0.833@0@NA@2023-03-29@@@@NA@140@4288
285429@120782@Live weight@@0.755@0@NA@2021-11-22@@@@NA@124@3796
171496@76359@Live weight@@0.6065@0@NA@2013-10-07@@@@NA@76@2333
178403@23814@Live weight@@2@0@NA@1995-07-11@@@@NA@61@1876
178403@23814@Live weight@@2.1@0@NA@1995-01-17@@@@NA@55@1701
178403@23814@Live weight@@1.9@0@NA@1992-12-01@@@@NA@30@924
178403@23814@Live weight@@1.882@0@NA@1994-04-13@@@@NA@46@1422
178403@23814@Live weight@@1.936@0@NA@1993-08-30@@@@NA@39@1196
180158@120859@Live weight@@1.37@0@NA@1988-05-16@@@@NA@311@9487
795906@100740@Live weight@@0.645@0@NA@2015-08-28@@@@NA@123@3767
795906@100740@Live weight@@0.705@0@NA@2016-10-25@@@@NA@137@4191
795906@100740@Live weight@@0.563@0@NA@2013-10-17@@@@NA@101@3087
795906@100740@Live weight@@0.55@0@NA@2012-10-31@@@@NA@89@2736
795906@100740@Live weight@@0.674@0@NA@2017-03-23@@@@NA@142@4340
800434@33954@Dead weight@Necropsy-CarcassWeight@1.608@0@NA@2002-07-11@@@@NA@72@2214
800908@114907@Live weight@@0.237@0@NA@2006-05-08@@@@NA@31@954
259472@33954@Live weight@@0.871@0@NA@2009-06-13@@@@NA@143@4369
260352@138725@Live weight@@1.13@0@NA@2022-03-09@@@@NA@128@3920
260352@138725@Live weight@@1.19@0@NA@2022-09-28@@@@NA@135@4123
260352@138725@Live weight@@0.92@0@NA@2020-03-02@@@@NA@104@3183
260352@138725@Live weight@@1.16@0@NA@2020-12-02@@@@NA@113@3458
260352@138725@Live weight@@0.81@0@NA@2019-12-30@@@@NA@102@3120
260352@138725@Live weight@@0.72@0@NA@2019-04-08@@@@NA@93@2854
260352@138725@Live weight@@1.114@0@NA@2021-01-07@@@@NA@114@3494
260352@138725@Live weight@@1.078@0@NA@2022-05-27@@@@NA@131@3999
260352@138725@Live weight@@0.75@0@NA@2019-07-07@@@@NA@96@2944
260352@138725@Live weight@@0.96@0@NA@2020-02-03@@@@NA@103@3155
260352@138725@Live weight@@1.17@0@NA@2020-09-23@@@@NA@111@3388
260352@138725@Live weight@@0.69@0@NA@2019-10-21@@@@NA@100@3050
260352@138725@Live weight@@1.01@0@NA@2020-03-09@@@@NA@104@3190
260352@138725@Live weight@@1.24@0@NA@2021-06-30@@@@NA@120@3668
521769@138725@Live weight@@2@0@NA@2009-11-09@@@@NA@66@2018
521769@138725@Live weight@@1.9@0@NA@2009-07-01@@@@NA@62@1887
521769@138725@Live weight@@1.925@0@NA@2009-07-14@@@@NA@62@1900
521769@138725@Live weight@@1.91@0@NA@2009-10-26@@@@NA@65@2004
521769@138725@Live weight@@2.02@0@NA@2009-09-27@@@@NA@64@1975
521769@138725@Live weight@@1e-6@0@NA@2010-06-09@@@@NA@73@2230
521769@138725@Live weight@@1e-6@0@NA@2010-03-01@@@@NA@70@2130
191513@114122@Live weight@@1.001@0@NA@2008-08-12@@@@NA@373@11362
191513@114122@Live weight@@1.181@0@NA@2016-05-13@@@@NA@466@14193
191513@114122@Live weight@@1.0784@0@NA@2004-03-24@@@@NA@320@9760
191513@114122@Live weight@@1.191@0@NA@2007-07-05@@@@NA@360@10958
191513@114122@Live weight@@1.202@0@NA@2017-03-02@@@@NA@475@14486
191513@114122@Live weight@@1.195@0@NA@2007-09-30@@@@NA@362@11045
191513@114122@Live weight@@1.16@0@NA@2008-10-24@@@@NA@375@11435
191513@114122@Live weight@@1.055@0@NA@2017-02-23@@@@NA@475@14479
191513@114122@Live weight@@0.669@0@NA@2011-03-22@@@@NA@404@12314
191513@114122@Live weight@@1.198@0@NA@2016-09-08@@@@NA@470@14311
271013@78043@Live weight@@2.748@0@NA@2020-01-23@@@@NA@199@6066
271013@78043@Live weight@@3.048@0@NA@2023-11-10@@@@NA@244@7453
271013@78043@Live weight@@3@0@NA@2016-11-10@@@@NA@160@4897
278187@115683@Live weight@@0.493@0@NA@2022-10-19@@@@NA@121@3695
285429@120782@Live weight@@0.819@0@NA@2023-05-26@@@@NA@142@4346
285429@120782@Live weight@@0.356@0@NA@2016-02-19@@@@NA@55@1693
285429@120782@Live weight@@0.834@0@NA@2022-10-02@@@@NA@135@4110
285429@120782@Live weight@@0.165@0@NA@2014-03-28@@@@NA@32@1000
806865@34263@Live weight@@1.372@0@NA@2012-04-04@@@@NA@136@4142
554757@62963@Live weight@@0.404@0@NA@2021-03-10@@@@NA@NA@NA
554757@62963@Live weight@@0.504@0@NA@2023-01-22@@@@NA@NA@NA
554757@62963@Live weight@@0.422@0@NA@2021-07-12@@@@NA@NA@NA
556308@11523@Live weight@@1.078@0@NA@2002-01-30@@@@NA@71@2162
556308@11523@Live weight@@0.54@0@NA@2000-10-03@@@@NA@55@1678
1261844@11523@Live weight@@2.305@0@NA@2006-09-29@@@@NA@80@2463
1269825@128899@Live weight@@0.933@0@NA@2019-11-09@@@@NA@124@3799
209568@151033@Live weight@@1.1@0@NA@2019-05-14@@@@NA@105@3209
209568@151033@Live weight@@0.001277@0@NA@2018-10-12@@@@NA@98@2995
321094@23814@Live weight@@2.1@0@NA@1996-10-08@@@@NA@316@9626
321094@23814@Live weight@@2.1@0@NA@1996-06-23@@@@NA@312@9519
321094@23814@Live weight@@2.1@0@NA@1995-01-17@@@@NA@295@8996
321094@23814@Live weight@@1.892@0@NA@1996-04-20@@@@NA@310@9455
321094@23814@Live weight@@1.948@0@NA@1993-02-10@@@@NA@272@8290
331112@129985@Live weight@@0.436@0@NA@2014-11-17@@@@NA@52@1587
331112@129985@Live weight@@0.309@0@NA@2013-01-25@@@@NA@30@926
290440@137182@Live weight@@0.96@0@NA@2017-03-07@@@@NA@160@4880
302680@108574@Live weight@@0.94@0@NA@2021-09-01@@@@NA@140@4261
21817@138725@Live weight@@1@0@NA@2006-06-30@@@@NA@77@2371
30409@76646@Live weight@@0.186@0@NA@2011-06-17@@@@NA@70@2146
33428@96744@Live weight@@0.143@0@NA@2020-02-10@@@@NA@20@610
843364@122408@Live weight@@0.85@0@NA@1989-08-11@@@@NA@38@1169
843364@122408@Live weight@@0.6@0@NA@1986-07-24@@@@NA@1@55
843364@122408@Live weight@@0.7@0@NA@1987-07-07@@@@NA@13@403
844926@164177@Live weight@@2.06@0@NA@2022-06-02@@@@NA@102@3110
566895@9029@Live weight@@2.275@0@NA@2007-06-08@@@@NA@214@6520
568246@153376@Live weight@@2.42@0@NA@2019-09-30@@@@NA@236@7212
568246@153376@Live weight@@2.42@0@NA@2021-06-28@@@@NA@257@7849
568246@153376@Live weight@@2.342@0@NA@2023-05-16@@@@NA@280@8536
568246@153376@Live weight@@2.262@0@NA@2023-03-21@@@@NA@278@8480
1282474@122408@Live weight@@0.389@0@NA@2006-03-04@@@@NA@186@5663
1282474@122408@Live weight@@0.391@0@NA@2006-02-10@@@@NA@185@5641
1294212@114122@Live weight@@2.064@0@NA@2016-04-21@@@@NA@348@10613
1294212@114122@Live weight@@2@0@NA@2017-12-21@@@@NA@368@11222
1294212@114122@Live weight@@2.005@0@NA@2017-12-05@@@@NA@368@11206
1294212@114122@Live weight@@1.998@0@NA@2008-10-10@@@@NA@258@7863
1294212@114122@Live weight@@2.129@0@NA@2016-06-02@@@@NA@350@10655
1294212@114122@Live weight@@2.12@0@NA@2016-04-03@@@@NA@348@10595
1294212@114122@Live weight@@2.15@0@NA@2018-01-11@@@@NA@369@11243
1294212@114122@Live weight@@2.051@0@NA@2013-10-24@@@@NA@318@9703
1294212@114122@Live weight@@2.017@0@NA@2017-03-16@@@@NA@359@10942
1294212@114122@Live weight@@2.08@0@NA@2017-06-29@@@@NA@362@11047
331480@165187@Dead weight@@0.49@0@NA@2008-02-04@@@@NA@42@1304
341653@15939@Live weight@@0.487@0@NA@2020-06-30@@@@NA@53@1642
341653@15939@Live weight@@0.23@0@NA@2019-02-20@@@@NA@37@1146
578131@33954@Live weight@@0.722@0@NA@2005-03-21@@@@NA@76@2315
578131@33954@Live weight@@0.708@0@NA@2004-11-25@@@@NA@72@2199
578131@33954@Live weight@@724@0@NA@2005-01-13@@@@NA@73@2248
580634@34263@Live weight@@0.606@0@NA@2011-03-20@@@@NA@90@2750
586829@33954@Live weight@@0.73@0@NA@2004-12-09@@@@NA@72@2214
586829@33954@Live weight@@750@0@NA@2005-01-06@@@@NA@73@2242
586829@33954@Live weight@@0.762@0@NA@2004-10-24@@@@NA@71@2168
588147@122408@Live weight@@0.75@0@NA@1986-10-31@@@@NA@5@154
588147@122408@Live weight@@0.65@0@NA@1988-12-17@@@@NA@30@932
588147@122408@Live weight@@0.8@0@NA@1987-07-07@@@@NA@13@403
51341@120859@Live weight@@1.23@0@NA@1989-05-08@@@@NA@295@8993
321094@23814@Live weight@@1.944@0@NA@1996-03-05@@@@NA@309@9409
321094@23814@Live weight@@2.15@0@NA@1996-05-02@@@@NA@311@9467
851690@108574@Live weight@@1.37@0@NA@2007-09-09@@@@NA@138@4210
851690@108574@Live weight@@1.348@0@NA@2005-03-25@@@@NA@108@3312
851690@11523@Live weight@@1.02@0@NA@2001-06-23@@@@NA@63@1941
851690@108574@Live weight@@1.366@0@NA@2012-04-18@@@@NA@193@5893
856792@109140@Live weight@@2.23@0@NA@2009-02-23@@@@NA@35@1069
856792@109140@Live weight@@2.405@0@NA@2008-03-31@@@@NA@24@740
856792@109140@Live weight@@2.11@0@NA@2014-03-17@@@@NA@95@2917
856792@109140@Live weight@@2.195@0@NA@2012-03-20@@@@NA@71@2190
856792@109140@Live weight@@2.385@0@NA@2009-09-24@@@@NA@42@1282
857298@115683@Live weight@@759@0@NA@2022-10-19@@@@NA@393@11979
860457@15939@Live weight@@0.88@0@NA@2020-12-08@@@@NA@35@1072
860457@15939@Live weight@@0.85@0@NA@2020-08-17@@@@NA@31@959
860457@15939@Live weight@@0.865@0@NA@2021-10-06@@@@NA@45@1374
860457@15939@Live weight@@0.805@0@NA@2021-10-19@@@@NA@45@1387
860457@15939@Live weight@@0.815@0@NA@2020-09-14@@@@NA@32@987
860457@15939@Live weight@@0.795@0@NA@2023-05-11@@@@NA@64@1956
860457@15939@Live weight@@0.85@0@NA@2021-06-30@@@@NA@41@1276
865869@169853@Live weight@@1.13@0@NA@2022-09-19@@@@NA@65@2004
237562@23814@Live weight@@2.5@0@NA@1997-06-13@@@@NA@264@8048
237562@23814@Live weight@@2.5@0@NA@1997-05-17@@@@NA@263@8021
242874@153376@Live weight@@0.5@0@NA@2017-12-18@@@@NA@215@6561
247090@15585@Live weight@@0.033@0@NA@2003-07-07@@@@NA@12@387
372543@168670@Live weight@@0.683@0@NA@2021-03-03@@@@NA@22@672
372543@168670@Live weight@@0.702@0@NA@2020-09-02@@@@NA@16@490
372543@168670@Live weight@@0.671@0@NA@2021-01-06@@@@NA@20@616
1301342@8383@Dead weight@Necropsy-CarcassWeight@0.631@0@NA@2005-06-26@@@@NA@117@3563
1319344@15939@Live weight@@0.046@0@NA@2021-11-30@@@@NA@86@2647
1319344@15939@Live weight@@0.415@0@NA@2019-05-27@@@@NA@56@1729
1319344@15939@Live weight@@0.45@0@NA@2021-07-26@@@@NA@82@2520
1319344@15939@Live weight@@0.235@0@NA@2016-04-09@@@@NA@19@586
1319344@15939@Live weight@@0.32@0@NA@2018-03-09@@@@NA@42@1285
1320156@76646@Live weight@@0.149@0@NA@2011-10-07@@@@NA@74@2258
1320156@76646@Live weight@@0.12@0@NA@2012-03-20@@@@NA@79@2423
1320156@76646@Live weight@@0.22@0@NA@2012-09-20@@@@NA@85@2607
612226@78043@Live weight@@1.35@0@NA@2014-11-08@@@@NA@658@20035
331112@129985@Live weight@@0.308@0@NA@2013-03-04@@@@NA@31@964
341299@151033@Live weight@@1.434@0@NA@2023-10-19@@@@NA@645@19650
341653@15939@Live weight@@0.494@0@NA@2019-08-20@@@@NA@43@1327
341653@15939@Live weight@@0.45@0@NA@2020-03-12@@@@NA@50@1532
341653@15939@Live weight@@0.5@0@NA@2020-10-20@@@@NA@57@1754
872491@10512@Live weight@@0.691@0@NA@2022-11-18@@@@NA@62@1914
874191@153376@Live weight@@1870@0@NA@2022-04-13@@@@NA@267@8138
874191@153376@Live weight@@1.8@0@NA@2019-12-22@@@@NA@239@7295
874191@153376@Live weight@@2@0@NA@2023-01-18@@@@NA@276@8418
887620@76359@Live weight@@0.0437@0@NA@2013-01-09@@@@NA@7@217
